<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Iran.China.Clay,20170213,10900.00,10900.00,10689.00,10697.00,798930223,74686,29,D,10736.00,10693.00
Iran.China.Clay,20170212,10765.00,10765.00,10666.00,10736.00,514762387,47998,39,D,10762.00,10666.00
Iran.China.Clay,20170211,11039.00,11040.00,10752.00,10762.00,735843907,68385,52,D,10854.00,10900.00
Iran.China.Clay,20170208,10900.00,10999.00,10760.00,10854.00,606169422,55756,46,D,10786.00,10801.00
Iran.China.Clay,20170207,10704.00,10850.00,10704.00,10786.00,488229746,45406,37,D,10847.00,10823.00
Iran.China.Clay,20170206,10835.00,11040.00,10550.00,10847.00,653025719,59944,39,D,10568.00,10800.00
Iran.China.Clay,20170205,10550.00,10833.00,10550.00,10568.00,4986314456,471819,81,D,10825.00,10810.00
Iran.China.Clay,20170204,11001.00,11090.00,10550.00,10825.00,2551359540,235702,87,D,11044.00,10650.00
Iran.China.Clay,20170201,11200.00,11200.00,11015.00,11044.00,854175545,77345,32,D,11028.00,11034.00
Iran.China.Clay,20170131,11030.00,11150.00,11002.00,11028.00,1485156631,134675,56,D,11130.00,11004.00
Iran.China.Clay,20170130,11122.00,11300.00,11027.00,11130.00,1894951140,170257,62,D,11303.00,11027.00
Iran.China.Clay,20170129,11550.00,11550.00,11101.00,11303.00,1396427374,123544,69,D,11316.00,11369.00
Iran.China.Clay,20170128,11665.00,11674.00,11063.00,11316.00,1155692377,102127,90,D,11447.00,11335.00
Iran.China.Clay,20170125,11300.00,11676.00,11011.00,11447.00,2217489266,193719,118,D,11121.00,11578.00
Iran.China.Clay,20170124,11333.00,11340.00,11002.00,11121.00,4703822283,422960,141,D,10993.00,11111.00
Iran.China.Clay,20170123,11111.00,11700.00,10947.00,10993.00,12878692267,1171483,290,D,11523.00,10952.00
Iran.China.Clay,20170122,11610.00,12000.00,11505.00,11523.00,2020133365,175320,121,D,12110.00,11505.00
Iran.China.Clay,20170121,12000.00,12300.00,11789.00,12110.00,3596079100,296939,145,D,11784.00,11860.00
Iran.China.Clay,20170118,11740.00,11786.00,11740.00,11784.00,4761532129,404073,93,D,11225.00,11786.00
Iran.China.Clay,20170117,10450.00,11383.00,10450.00,11225.00,2840559597,253054,85,D,10841.00,11383.00
Iran.China.Clay,20170116,11270.00,11277.00,10725.00,10841.00,1983665303,182979,70,D,11289.00,10725.00
Iran.China.Clay,20170115,11850.00,11850.00,10948.00,11289.00,2634670037,233392,75,D,11524.00,11740.00
Iran.China.Clay,20170114,11535.00,11740.00,11255.00,11524.00,2528610090,219430,77,D,11302.00,11720.00
Iran.China.Clay,20170111,11350.00,11498.00,11300.00,11302.00,674898170,59424,26,D,10993.00,11400.00
Iran.China.Clay,20170109,11000.00,11166.00,10779.00,10993.00,2100977801,191117,70,D,10635.00,11166.00
Iran.China.Clay,20170108,10611.00,10969.00,10611.00,10635.00,3932480143,369779,74,D,11043.00,10928.00
Iran.China.Clay,20170107,11780.00,11800.00,10956.00,11043.00,2406077408,217886,60,D,11510.00,11100.00
Iran.China.Clay,20170104,11754.00,11754.00,11150.00,11510.00,169222769,14557,18,D,11480.00,11745.00
Iran.China.Clay,20170103,11567.00,11898.00,11426.00,11480.00,1460716161,127240,63,D,12027.00,11820.00
Iran.China.Clay,20170102,11945.00,11945.00,11656.00,12027.00,110216495,9360,14,D,12066.00,11710.00
Iran.China.Clay,20170101,12100.00,12220.00,11950.00,12066.00,653652581,54313,34,D,12173.00,11950.00
Iran.China.Clay,20161231,12100.00,12333.00,12080.00,12173.00,1401589598,115137,47,D,12224.00,12269.00
Iran.China.Clay,20161228,12400.00,12400.00,12100.00,12224.00,251135430,20695,23,D,12261.00,12100.00
Iran.China.Clay,20161227,12700.00,12836.00,12100.00,12261.00,1784972139,145577,60,D,12292.00,12100.00
Iran.China.Clay,20161226,11976.00,12300.00,11253.00,12292.00,17646342476,1435583,217,D,11715.00,12300.00
Iran.China.Clay,20161225,12195.00,12199.00,11507.00,11715.00,8744904371,746490,127,D,12106.00,11900.00
Iran.China.Clay,20161224,12290.00,12290.00,11800.00,12106.00,276808690,23338,17,D,12228.00,11800.00
Iran.China.Clay,20161221,11801.00,12400.00,11801.00,12228.00,386380435,32141,28,D,12403.00,12300.00
Iran.China.Clay,20161220,12647.00,12647.00,11907.00,12403.00,360436530,29253,16,D,12462.00,11950.00
Iran.China.Clay,20161219,12990.00,12990.00,12244.00,12462.00,2774005640,222595,70,D,12888.00,12244.00
Iran.China.Clay,20161218,12890.00,13000.00,12650.00,12888.00,4115411793,319314,86,D,12386.00,12800.00
Iran.China.Clay,20161214,12200.00,12700.00,12050.00,12386.00,2593474428,209384,60,D,12270.00,12700.00
Iran.China.Clay,20161213,12900.00,12900.00,12158.00,12270.00,3610278080,294245,122,D,12796.00,12158.00
Iran.China.Clay,20161212,12803.00,12678.00,12311.00,12796.00,74282198190,5805219,515,D,12194.00,12678.00
Iran.China.Clay,20161211,12194.00,12194.00,12194.00,12194.00,1523920762,124973,18,D,11614.00,12194.00
Iran.China.Clay,20161210,11210.00,11662.00,11010.00,11614.00,13103232991,1128226,93,D,11107.00,11662.00
Iran.China.Clay,20161207,11005.00,11200.00,11000.00,11107.00,1515918196,136485,26,D,11095.00,11200.00
Iran.China.Clay,20161206,11245.00,11250.00,10995.00,11095.00,1006853134,90750,38,D,11073.00,11250.00
Iran.China.Clay,20161205,11250.00,11398.00,10858.00,11073.00,791724400,71500,24,D,11429.00,10858.00
Iran.China.Clay,20161204,11000.00,11498.00,11000.00,11429.00,1079330987,94434,42,D,11011.00,11204.00
Iran.China.Clay,20161203,11120.00,11120.00,10997.00,11011.00,1820670006,165345,59,D,10902.00,11006.00
Iran.China.Clay,20161129,11184.00,11184.00,10850.00,10902.00,43180750,3945,7,D,10899.00,11049.00
Iran.China.Clay,20161127,10611.00,11194.00,10611.00,10899.00,1252985480,114961,55,D,10838.00,10800.00
Iran.China.Clay,20161126,10899.00,10945.00,10710.00,10838.00,409309916,37643,22,D,10796.00,10945.00
Iran.China.Clay,20161123,10900.00,10900.00,10600.00,10796.00,453028192,41914,12,D,10777.00,10900.00
Iran.China.Clay,20161122,10801.00,10898.00,10605.00,10777.00,323352856,29802,15,D,10723.00,10859.00
Iran.China.Clay,20161121,10541.00,10988.00,10540.00,10723.00,33551540,3117,7,D,10721.00,10801.00
Iran.China.Clay,20161119,10950.00,10950.00,10531.00,10721.00,233389683,21956,14,D,10763.00,10600.00
Iran.China.Clay,20161116,10760.00,10854.00,10650.00,10763.00,157434867,14735,11,D,10784.00,10650.00
Iran.China.Clay,20161115,10751.00,10824.00,10751.00,10784.00,630893282,58412,10,D,10697.00,10824.00
Iran.China.Clay,20161114,10701.00,10997.00,10701.00,10697.00,39709780,3690,11,D,10693.00,10800.00
Iran.China.Clay,20161113,10845.00,10849.00,10845.00,10693.00,11930700,1100,4,D,10691.00,10849.00
Iran.China.Clay,20161112,10999.00,10999.00,10750.00,10691.00,138601620,12826,19,D,10665.00,10990.00
Iran.China.Clay,20161109,10455.00,11000.00,10400.00,10665.00,346374437,32519,35,D,10677.00,10900.00
Iran.China.Clay,20161108,10700.00,11000.00,10700.00,10677.00,128691584,11864,21,D,10642.00,10750.00
Iran.China.Clay,20161107,10878.00,11000.00,10500.00,10642.00,1250624810,117519,47,D,10794.00,10505.00
Iran.China.Clay,20161106,10999.00,10999.00,10700.00,10794.00,436520155,40687,27,D,10885.00,10750.00
Iran.China.Clay,20161105,10858.00,11000.00,10701.00,10885.00,119496801,11114,20,D,10910.00,10980.00
Iran.China.Clay,20161102,11000.00,11000.00,10760.00,10910.00,42249900,3892,11,D,10913.00,10765.00
Iran.China.Clay,20161101,10979.00,10999.00,10755.00,10913.00,227462184,20940,17,D,10935.00,10973.00
Iran.China.Clay,20161031,11188.00,11188.00,10732.00,10935.00,446829620,40935,26,D,10963.00,10997.00
Iran.China.Clay,20161030,10919.00,11150.00,10919.00,10963.00,513220502,46708,127,D,10913.00,10940.00
Iran.China.Clay,20161029,11189.00,11189.00,10900.00,10913.00,410391169,37370,89,D,10835.00,10900.00
Iran.China.Clay,20161026,11079.00,11189.00,10770.00,10835.00,1482181975,136792,130,D,10816.00,10801.00
Iran.China.Clay,20161025,10806.00,11170.00,10750.00,10816.00,1191928465,110204,78,D,11037.00,11170.00
Iran.China.Clay,20161024,10701.00,11095.00,10701.00,11037.00,22669100,2100,2,D,11044.00,11095.00
Iran.China.Clay,20161023,11500.00,11500.00,10568.00,11044.00,233416597,21489,23,D,11124.00,10701.00
Iran.China.Clay,20161022,11649.00,11649.00,11001.00,11124.00,20285800,1800,5,D,11120.00,11001.00
Iran.China.Clay,20161019,11030.00,11556.00,11030.00,11120.00,332549171,29489,14,D,11006.00,11556.00
Iran.China.Clay,20161018,11199.00,11199.00,11000.00,11006.00,988798440,89838,9,D,11194.00,11000.00
Iran.China.Clay,20161017,11695.00,11695.00,11001.00,11194.00,69127416,6268,9,D,11210.00,11051.00
Iran.China.Clay,20161016,10870.00,11700.00,10856.00,11210.00,190983620,17375,12,D,11282.00,11105.00
Iran.China.Clay,20161015,11396.00,11545.00,11000.00,11282.00,849410944,75287,41,D,11032.00,11530.00
Iran.China.Clay,20161010,11395.00,11396.00,11055.00,11032.00,5689074,501,5,D,11030.00,11395.00
Iran.China.Clay,20161009,11392.00,11393.00,11150.00,11030.00,12504680,1100,7,D,11025.00,11393.00
Iran.China.Clay,20161008,11255.00,11499.00,11009.00,11025.00,1835170324,166457,54,D,11588.00,11396.00
Iran.China.Clay,20161005,12045.00,12150.00,11442.00,11588.00,644095446,56126,35,D,12044.00,11442.00
Iran.China.Clay,20161004,12200.00,12200.00,11705.00,12044.00,88615852,7324,11,D,12038.00,11705.00
Iran.China.Clay,20161003,11630.00,12110.00,11630.00,12038.00,963616490,80050,43,D,11544.00,12084.00
Iran.China.Clay,20161002,11174.00,11573.00,11100.00,11544.00,1187553530,102875,75,D,11022.00,11570.00
Iran.China.Clay,20161001,11000.00,11070.00,10999.00,11022.00,844597247,76629,17,D,10746.00,11070.00
Iran.China.Clay,20160928,10655.00,11000.00,10655.00,10746.00,64106530,5850,10,D,10727.00,10750.00
Iran.China.Clay,20160927,10878.00,11000.00,10800.00,10727.00,282673488,25975,13,D,10636.00,11000.00
Iran.China.Clay,20160926,10879.00,10879.00,10560.00,10636.00,83189500,7850,7,D,10641.00,10600.00
Iran.China.Clay,20160925,10750.00,10800.00,10699.00,10641.00,304929281,28432,19,D,10583.00,10798.00
Iran.China.Clay,20160924,10650.00,10920.00,10650.00,10583.00,68341955,6300,6,D,10557.00,10899.00
Iran.China.Clay,20160921,10556.00,10799.00,10551.00,10557.00,108814998,10208,15,D,10539.00,10650.00
Iran.China.Clay,20160919,10890.00,10890.00,10522.00,10539.00,381337014,36148,22,D,10529.00,10532.00
Iran.China.Clay,20160918,10600.00,10979.00,10600.00,10529.00,3353805,313,2,D,10528.00,10979.00
Iran.China.Clay,20160917,10700.00,10800.00,10500.00,10528.00,1533802752,145682,29,D,10546.00,10531.00
Iran.China.Clay,20160914,10880.00,10880.00,10500.00,10546.00,617547044,58761,14,D,10735.00,10500.00
Iran.China.Clay,20160913,10888.00,10888.00,10703.00,10735.00,10871720,1000,4,D,10733.00,10888.00
Iran.China.Clay,20160911,10975.00,10975.00,10600.00,10733.00,143138662,13154,6,D,10699.00,10900.00
Iran.China.Clay,20160910,10512.00,10989.00,10511.00,10699.00,92387764,8732,5,D,10716.00,10987.00
Iran.China.Clay,20160907,11000.00,11000.00,10570.00,10716.00,346649037,32667,10,D,10808.00,10600.00
Iran.China.Clay,20160906,11000.00,11000.00,10633.00,10808.00,264009320,24733,11,D,10881.00,10899.00
Iran.China.Clay,20160905,10900.00,10900.00,10900.00,10881.00,10900000,1000,1,D,10881.00,10900.00
Iran.China.Clay,20160904,11000.00,11114.00,10505.00,10881.00,466356021,43191,40,D,11016.00,10990.00
Iran.China.Clay,20160903,11040.00,11134.00,10800.00,11016.00,1084624611,98458,35,D,10753.00,11095.00
Iran.China.Clay,20160831,10710.00,11140.00,10710.00,10753.00,888293900,82608,12,D,10704.00,11140.00
Iran.China.Clay,20160830,10870.00,10900.00,10869.00,10704.00,64217500,5905,8,D,10688.00,10900.00
Iran.China.Clay,20160829,10622.00,10655.00,10622.00,10688.00,80976688,7604,10,D,10693.00,10655.00
Iran.China.Clay,20160828,10650.00,10880.00,10635.00,10693.00,547834830,51473,16,D,10832.00,10650.00
Iran.China.Clay,20160827,11000.00,11000.00,10700.00,10832.00,290925780,27000,23,D,10868.00,10700.00
Iran.China.Clay,20160824,11000.00,11000.00,10700.00,10868.00,475034932,43875,24,D,10937.00,10849.00
Iran.China.Clay,20160823,10765.00,10938.00,10765.00,10937.00,119629795,10952,8,D,10939.00,10850.00
Iran.China.Clay,20160822,10950.00,11011.00,10950.00,10939.00,243726400,22225,14,D,10927.00,11011.00
Iran.China.Clay,20160821,11000.00,11000.00,10910.00,10927.00,1916254890,175369,25,D,10974.00,11000.00
Iran.China.Clay,20160820,11000.00,11000.00,10826.00,10974.00,175390260,15997,17,D,10977.00,11000.00
Iran.China.Clay,20160817,11288.00,11288.00,10700.00,10977.00,398925635,36197,21,D,10930.00,11195.00
Iran.China.Clay,20160816,11300.00,11300.00,11280.00,10930.00,8808400,780,3,D,10926.00,11280.00
Iran.China.Clay,20160815,11120.00,11290.00,11120.00,10926.00,39185600,3500,4,D,10912.00,11200.00
Iran.China.Clay,20160814,11165.00,11180.00,11000.00,10912.00,62075050,5592,14,D,10896.00,11110.00
Iran.China.Clay,20160813,11349.00,11349.00,10700.00,10896.00,360281233,33500,18,D,11025.00,10700.00
Iran.China.Clay,20160810,11101.00,11103.00,11000.00,11025.00,974406839,88378,25,D,11381.00,11000.00
Iran.China.Clay,20160809,11502.00,11740.00,11103.00,11381.00,466974180,41788,42,D,11687.00,11396.00
Iran.China.Clay,20160808,11750.00,11790.00,11236.00,11687.00,240907440,21200,21,D,11827.00,11236.00
Iran.China.Clay,20160807,11899.00,11899.00,11335.00,11827.00,55580635,4771,11,D,11840.00,11800.00
Iran.China.Clay,20160806,11300.00,11948.00,11300.00,11840.00,23832102,1999,8,D,11838.00,11929.00
Iran.China.Clay,20160803,11940.00,11940.00,11940.00,11838.00,8358000,700,5,D,11837.00,11940.00
Iran.China.Clay,20160802,11949.00,11949.00,11940.00,11837.00,113115640,9472,14,D,11821.00,11940.00
Iran.China.Clay,20160801,12000.00,12000.00,11610.00,11821.00,417677817,35743,29,D,11963.00,11959.00
Iran.China.Clay,20160731,11777.00,12198.00,11588.00,11963.00,146955138,12346,20,D,11976.00,12100.00
Iran.China.Clay,20160727,11997.00,12000.00,11525.00,11976.00,315084843,26414,32,D,12004.00,11949.00
Iran.China.Clay,20160726,12000.00,12090.00,11970.00,12004.00,735259532,61210,35,D,11947.00,11997.00
Iran.China.Clay,20160725,12385.00,12385.00,11720.00,11947.00,463278517,38696,28,D,11915.00,11999.00
Iran.China.Clay,20160724,11500.00,11996.00,11500.00,11915.00,2361403149,198181,86,D,11425.00,11600.00
Iran.China.Clay,20160723,11398.00,11650.00,11001.00,11425.00,1921323864,168167,56,D,11315.00,11425.00
Iran.China.Clay,20160720,11300.00,11400.00,11030.00,11315.00,151794500,13478,16,D,11327.00,11390.00
Iran.China.Clay,20160719,11300.00,11400.00,11300.00,11327.00,216341303,19033,12,D,11312.00,11380.00
Iran.China.Clay,20160718,11400.00,11432.00,10768.00,11312.00,151529156,13406,10,D,11314.00,11400.00
Iran.China.Clay,20160717,11100.00,11325.00,11100.00,11314.00,2088459801,184595,93,D,10786.00,11325.00
Iran.China.Clay,20160716,10711.00,11190.00,10710.00,10786.00,156037770,14305,24,D,10755.00,11050.00
Iran.China.Clay,20160713,10505.00,10998.00,10500.00,10755.00,442827083,41655,36,D,10938.00,10710.00
Iran.China.Clay,20160712,11000.00,11000.00,10470.00,10938.00,201415932,18800,16,D,11021.00,10899.00
Iran.China.Clay,20160711,11000.00,11000.00,10998.00,11021.00,148479000,13500,3,D,11026.00,10998.00
Iran.China.Clay,20160710,11000.00,11003.00,11000.00,11026.00,505112585,45919,27,D,11076.00,11000.00
Iran.China.Clay,20160709,11329.00,11329.00,10612.00,11076.00,36047295,3290,9,D,11082.00,11280.00
Iran.China.Clay,20160705,11000.00,11297.00,11000.00,11082.00,93648500,8500,5,D,11091.00,11297.00
Iran.China.Clay,20160704,11320.00,11419.00,11000.00,11091.00,453423920,40615,33,D,10990.00,11000.00
Iran.China.Clay,20160703,11314.00,11314.00,10800.00,10990.00,257223978,22999,18,D,10895.00,11235.00
Iran.China.Clay,20160702,10523.00,11240.00,11100.00,10895.00,176836870,15825,20,D,10813.00,11220.00
Iran.China.Clay,20160629,10601.00,11279.00,10601.00,10813.00,101857201,9341,24,D,10799.00,11228.00
Iran.China.Clay,20160628,11159.00,11159.00,10582.00,10799.00,3556319617,329314,22,D,10887.00,10700.00
Iran.China.Clay,20160626,11299.00,11420.00,10680.00,10887.00,61356942,5666,12,D,10892.00,10880.00
Iran.China.Clay,20160625,10999.00,11000.00,10600.00,10892.00,894246421,82100,33,D,10809.00,10600.00
Iran.China.Clay,20160622,10973.00,10999.00,10552.00,10809.00,1424011779,131744,42,D,10747.00,10893.00
Iran.China.Clay,20160621,10699.00,10900.00,10401.00,10747.00,689599694,63977,46,D,10412.00,10855.00
Iran.China.Clay,20160620,10400.00,10550.00,10300.00,10412.00,616545284,59227,33,D,10423.00,10400.00
Iran.China.Clay,20160619,10738.00,10738.00,10300.00,10423.00,1053199131,101041,51,D,10535.00,10385.00
Iran.China.Clay,20160618,10590.00,10744.00,10400.00,10535.00,1834625817,174138,56,D,10490.00,10400.00
Iran.China.Clay,20160615,10590.00,10590.00,10070.00,10490.00,523682436,49777,23,D,10415.00,10550.00
Iran.China.Clay,20160614,10899.00,10899.00,10370.00,10415.00,121406691,11643,15,D,10412.00,10399.00
Iran.China.Clay,20160613,10699.00,10699.00,10399.00,10412.00,556408819,53210,29,D,10269.00,10400.00
Iran.China.Clay,20160612,10380.00,10880.00,9900.00,10269.00,299589540,29746,35,D,10415.00,10727.00
Iran.China.Clay,20160611,10601.00,10999.00,10380.00,10415.00,1960724628,188263,28,D,10687.00,10390.00
Iran.China.Clay,20160608,10669.00,10985.00,10600.00,10687.00,890076508,83289,25,D,10917.00,10600.00
Iran.China.Clay,20160607,10800.00,11191.00,10800.00,10917.00,926597015,84878,66,D,11229.00,10800.00
Iran.China.Clay,20160606,11300.00,11300.00,11100.00,11229.00,977125405,87018,31,D,11217.00,11100.00
Iran.China.Clay,20160605,11498.00,11499.00,11150.00,11217.00,357967014,31587,16,D,11122.00,11300.00
Iran.China.Clay,20160601,11000.00,11288.00,11000.00,11122.00,605261359,54428,30,D,11126.00,11250.00
Iran.China.Clay,20160531,11196.00,11196.00,10900.00,11126.00,444198523,39831,27,D,11092.00,10911.00
Iran.China.Clay,20160530,11038.00,11366.00,11038.00,11092.00,1134346962,102271,55,D,10835.00,11250.00
Iran.China.Clay,20160529,10700.00,11250.00,10700.00,10835.00,191258628,17568,15,D,10818.00,11000.00
Iran.China.Clay,20160528,10410.00,10827.00,10410.00,10818.00,4180981615,386466,113,D,10312.00,10827.00
Iran.China.Clay,20160525,10460.00,10460.00,10050.00,10312.00,1374202085,133258,67,D,9962.00,10460.00
Iran.China.Clay,20160517,12000.00,12089.00,11373.00,11462.00,2153765840,187900,85,D,11971.00,11373.00
Iran.China.Clay,20160516,12000.00,12110.00,11731.00,11971.00,3907750320,326438,102,D,11736.00,11998.00
Iran.China.Clay,20160515,11590.00,11789.00,11265.00,11736.00,5938728363,506045,136,D,11228.00,11789.00
Iran.China.Clay,20160514,11000.00,11489.00,11000.00,11228.00,519524222,45814,32,D,11015.00,11489.00
Iran.China.Clay,20160511,11013.00,11399.00,11000.00,11015.00,1142293774,103708,16,D,11174.00,11350.00
Iran.China.Clay,20160510,11289.00,11450.00,11020.00,11174.00,335000288,29828,37,D,11131.00,11020.00
Iran.China.Clay,20160509,11014.00,11170.00,11014.00,11131.00,288925324,26090,23,D,11165.00,11014.00
Iran.China.Clay,20160508,11150.00,11200.00,11020.00,11165.00,320894213,28762,25,D,11170.00,11150.00
Iran.China.Clay,20160507,11395.00,11395.00,11013.00,11170.00,335174800,30377,13,D,11274.00,11013.00
Iran.China.Clay,20160504,11290.00,11400.00,11013.00,11274.00,414911070,36924,24,D,11315.00,11400.00
Iran.China.Clay,20160503,11320.00,11349.00,11320.00,11315.00,624863006,55060,12,D,11192.00,11343.00
Iran.China.Clay,20160502,11400.00,11400.00,11020.00,11192.00,484766597,43605,24,D,11315.00,11034.00
Iran.China.Clay,20160501,11102.00,11448.00,11102.00,11315.00,357571747,31906,27,D,11405.00,11105.00
Iran.China.Clay,20160430,11579.00,11598.00,11200.00,11405.00,261595234,22886,17,D,11393.00,11540.00
Iran.China.Clay,20160427,11598.00,11600.00,11401.00,11393.00,275474298,23900,19,D,11324.00,11403.00
Iran.China.Clay,20160426,11580.00,11580.00,11010.00,11324.00,173660446,15560,22,D,11371.00,11388.00
Iran.China.Clay,20160425,11679.00,11679.00,11200.00,11371.00,376636917,33034,24,D,11343.00,11211.00
Iran.China.Clay,20160424,11650.00,11698.00,11350.00,11343.00,302865377,26183,18,D,11209.00,11500.00
Iran.China.Clay,20160423,11000.00,11450.00,11000.00,11209.00,467935456,41517,19,D,11119.00,11400.00
Iran.China.Clay,20160420,10850.00,11539.00,10850.00,11119.00,265879000,24206,13,D,11190.00,11100.00
Iran.China.Clay,20160419,11399.00,11399.00,11399.00,11190.00,1139900,100,1,D,11190.00,11399.00
Iran.China.Clay,20160418,11700.00,11700.00,11002.00,11190.00,317052025,28300,35,D,11181.00,11002.00
Iran.China.Clay,20160417,10880.00,11400.00,10850.00,11181.00,578575640,51225,33,D,10872.00,11393.00
Iran.China.Clay,20160416,11100.00,11270.00,10828.00,10872.00,1125603406,103534,51,D,11397.00,10828.00
Iran.China.Clay,20160413,11400.00,11400.00,11110.00,11397.00,3476653363,305055,31,D,11456.00,11356.00
Iran.China.Clay,20160412,11765.00,11765.00,11320.00,11456.00,170470538,14736,12,D,11426.00,11658.00
Iran.China.Clay,20160411,11599.00,11600.00,11500.00,11426.00,131257141,11341,15,D,11398.00,11500.00
Iran.China.Clay,20160410,11255.00,11669.00,11101.00,11398.00,1491289928,130841,65,D,11125.00,11599.00
Iran.China.Clay,20160409,11000.00,11240.00,11000.00,11125.00,627998820,56292,32,D,10996.00,11240.00
Iran.China.Clay,20160406,10702.00,11255.00,10702.00,10996.00,15277124873,1389382,98,D,11065.00,11000.00
Iran.China.Clay,20160405,11300.00,11300.00,11000.00,11065.00,847769032,76616,34,D,11400.00,11000.00
Iran.China.Clay,20160404,11001.00,11670.00,10800.00,11400.00,1050706660,92168,27,D,11252.00,11380.00
Iran.China.Clay,20160403,10790.00,11449.00,10790.00,11252.00,982603150,87325,37,D,11063.00,11000.00
Iran.China.Clay,20160402,11101.00,11748.00,11000.00,11063.00,1032328785,93315,26,D,11487.00,11020.00
Iran.China.Clay,20160330,11201.00,11800.00,11201.00,11487.00,169079215,14897,16,D,11524.00,11357.00
Iran.China.Clay,20160329,11500.00,11689.00,11331.00,11524.00,798616143,69308,29,D,11639.00,11358.00
Iran.China.Clay,20160328,11998.00,11998.00,11245.00,11639.00,6984582951,600082,80,D,11750.00,11330.00
Iran.China.Clay,20160327,12000.00,12000.00,11750.00,11750.00,4716172950,401363,14,D,11735.00,11750.00
Iran.China.Clay,20160326,12290.00,12290.00,11801.00,11735.00,95724065,8007,12,D,11707.00,11801.00
Iran.China.Clay,20160316,10901.00,11876.00,10746.00,11707.00,8452487957,722018,92,D,11311.00,11876.00
Iran.China.Clay,20160315,11700.00,11700.00,11200.00,11311.00,162615301,14404,14,D,11316.00,11250.00
Iran.China.Clay,20160314,11379.00,11698.00,11015.00,11316.00,260152106,23248,28,D,11379.00,11224.00
Iran.China.Clay,20160312,11690.00,11690.00,11250.00,11379.00,729376684,64158,40,D,11496.00,11400.00
Iran.China.Clay,20160309,11970.00,12000.00,11401.00,11496.00,812297288,70659,23,D,11677.00,11690.00
Iran.China.Clay,20160308,11900.00,11900.00,11387.00,11677.00,474854959,41171,17,D,11882.00,11451.00
Iran.China.Clay,20160307,11361.00,12089.00,11361.00,11882.00,1421464708,119629,50,D,11595.00,11600.00
Iran.China.Clay,20160306,11500.00,11999.00,11419.00,11595.00,1356564484,116992,35,D,11625.00,11422.00
Iran.China.Clay,20160305,11401.00,11980.00,11400.00,11625.00,1304914005,112247,25,D,11617.00,11980.00
Iran.China.Clay,20160302,11400.00,11898.00,11360.00,11617.00,115817745,9977,13,D,11619.00,11547.00
Iran.China.Clay,20160301,11400.00,11898.00,11350.00,11619.00,427447234,37057,24,D,11713.00,11898.00
Iran.China.Clay,20160229,12198.00,12198.00,11650.00,11713.00,118299000,9820,7,D,11658.00,11990.00
Iran.China.Clay,20160228,11800.00,11990.00,11500.00,11658.00,1348117600,115638,37,D,11974.00,11990.00
Iran.China.Clay,20160227,12050.00,12100.00,11800.00,11974.00,555514810,46603,25,D,12081.00,12000.00
Iran.China.Clay,20160224,12051.00,12250.00,11800.00,12081.00,947203535,78403,30,D,11950.00,12000.00
Iran.China.Clay,20160223,12000.00,12000.00,11650.00,11950.00,2628631860,219974,60,D,11732.00,12000.00
Iran.China.Clay,20160222,12000.00,12180.00,11550.00,11732.00,324005072,27168,29,D,11609.00,11997.00
Iran.China.Clay,20160221,12250.00,12300.00,11350.00,11609.00,1973188692,169974,67,D,11935.00,11788.00
Iran.China.Clay,20160220,12000.00,12390.00,11769.00,11935.00,3130982807,262331,96,D,12388.00,12120.00
Iran.China.Clay,20160217,12600.00,12760.00,12160.00,12388.00,1195372419,96498,91,D,12560.00,12265.00
Iran.China.Clay,20160216,12906.00,12906.00,11689.00,12560.00,2597017956,206775,141,D,12304.00,12369.00
Iran.China.Clay,20160215,12304.00,12304.00,12304.00,12304.00,15226138480,1237495,103,D,11719.00,12304.00
Iran.China.Clay,20160214,11719.00,11723.00,11698.00,11719.00,6208047327,529747,112,D,11165.00,11723.00
Iran.China.Clay,20160213,11000.00,11303.00,10550.00,11165.00,2884356994,258334,97,D,10765.00,11303.00
Iran.China.Clay,20160210,9900.00,10867.00,9900.00,10765.00,2998834262,278580,86,D,10350.00,10867.00
Iran.China.Clay,20160209,10693.00,10693.00,10184.00,10350.00,10433627150,1008107,137,D,10184.00,10304.00
Iran.China.Clay,20160208,10000.00,10400.00,9900.00,10184.00,1619420588,159014,59,D,9949.00,10360.00
Iran.China.Clay,20160207,9800.00,10082.00,9701.00,9949.00,1918372956,192823,37,D,10086.00,10082.00
Iran.China.Clay,20160206,10085.00,10320.00,9880.00,10086.00,652251190,64665,36,D,10081.00,10100.00
Iran.China.Clay,20160203,10338.00,10338.00,10000.00,10081.00,762572171,75643,37,D,9935.00,10194.00
Iran.China.Clay,20160202,9888.00,9999.00,9603.00,9935.00,3609916761,363359,58,D,9523.00,9999.00
Iran.China.Clay,20160201,9511.00,9880.00,9500.00,9523.00,12251454303,1286575,121,D,9508.00,9800.00
Iran.China.Clay,20160131,9499.00,9600.00,9499.00,9508.00,556153223,58486,27,D,9501.00,9550.00
Iran.China.Clay,20160130,9073.00,9702.00,9071.00,9501.00,767475534,80776,40,D,9546.00,9626.00
Iran.China.Clay,20160127,10198.00,10198.00,9408.00,9546.00,1955410989,204844,75,D,9903.00,9450.00
Iran.China.Clay,20160126,9903.00,9903.00,9900.00,9903.00,3490919936,352512,110,D,9432.00,9903.00
