<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Iran.China.Clay,20201104,46550.00,50050.00,46550.00,48430.00,11733790620,251191,185,D,49000.00,46770.00
Iran.China.Clay,20201102,47080.00,49240.00,47080.00,49000.00,11140291610,235975,123,D,49550.00,47080.00
Iran.China.Clay,20201101,51000.00,51000.00,47170.00,49550.00,2415729180,50682,73,D,49650.00,47170.00
Iran.China.Clay,20201031,51790.00,51790.00,46960.00,49650.00,15925256790,317778,277,D,49430.00,49650.00
Iran.China.Clay,20201028,47510.00,52510.00,47510.00,49430.00,33335692690,678086,329,D,50010.00,50200.00
Iran.China.Clay,20201027,47550.00,47550.00,47550.00,50010.00,778108200,16364,25,D,50050.00,47550.00
Iran.China.Clay,20201026,47550.00,47550.00,47550.00,50050.00,40465050,851,3,D,50050.00,47550.00
Iran.China.Clay,20201024,47620.00,47620.00,47620.00,50050.00,1254215560,26338,40,D,50120.00,47620.00
Iran.China.Clay,20201021,47960.00,50000.00,47960.00,50120.00,7187501750,149379,150,D,50480.00,47960.00
Iran.China.Clay,20201020,47980.00,47980.00,47980.00,50480.00,430764440,8978,26,D,50500.00,47980.00
Iran.China.Clay,20201019,48040.00,48040.00,48040.00,50500.00,1141574520,23763,27,D,50560.00,48040.00
Iran.China.Clay,20201018,48130.00,48620.00,48120.00,50560.00,1785331510,37098,61,D,50650.00,48120.00
Iran.China.Clay,20201014,48590.00,51000.00,48590.00,50650.00,11769315160,239196,186,D,51140.00,48620.00
Iran.China.Clay,20201013,49200.00,51400.00,49200.00,51140.00,13527453590,272980,267,D,51780.00,49200.00
Iran.China.Clay,20201012,51000.00,51400.00,49580.00,51780.00,7965185240,159852,272,D,52180.00,50000.00
Iran.China.Clay,20201011,50210.00,53500.00,50210.00,52180.00,8452693140,162215,381,D,52190.00,51000.00
Iran.China.Clay,20201010,52000.00,53500.00,50110.00,52190.00,17041895940,332840,337,D,52720.00,52270.00
Iran.China.Clay,20201007,51800.00,54450.00,51730.00,52720.00,32663200910,627577,512,D,54450.00,51750.00
Iran.China.Clay,20201006,53960.00,58980.00,53960.00,54450.00,42361184290,781946,383,D,56790.00,53960.00
Iran.China.Clay,20201005,54040.00,54040.00,54040.00,56790.00,1415469720,26193,48,D,56880.00,54040.00
Iran.China.Clay,20201004,58000.00,58000.00,54690.00,56880.00,11946504050,217917,200,D,57560.00,54690.00
Iran.China.Clay,20201003,57280.00,59700.00,57000.00,57560.00,24202479150,418232,288,D,57270.00,57950.00
Iran.China.Clay,20200930,59790.00,59790.00,57200.00,57270.00,9994918700,172991,217,D,57140.00,58000.00
Iran.China.Clay,20200929,54720.00,59890.00,54720.00,57140.00,16640678980,295722,348,D,57590.00,57900.00
Iran.China.Clay,20200928,54790.00,54790.00,54790.00,57590.00,1298303840,23696,51,D,57670.00,54790.00
Iran.China.Clay,20200927,60840.00,60840.00,55100.00,57670.00,12508672970,220438,246,D,57980.00,55550.00
Iran.China.Clay,20200926,60640.00,60640.00,58050.00,57980.00,6792831850,114234,275,D,57760.00,59780.00
Iran.China.Clay,20200923,60280.00,60280.00,58010.00,57760.00,8643930490,145930,333,D,57460.00,58980.00
Iran.China.Clay,20200922,56580.00,62000.00,56540.00,57460.00,44047391160,769586,485,D,59510.00,62000.00
Iran.China.Clay,20200921,56630.00,56630.00,56630.00,59510.00,1618372140,28578,70,D,59610.00,56630.00
Iran.China.Clay,20200920,59620.00,63890.00,57950.00,59610.00,28686873660,489741,486,D,61000.00,57950.00
Iran.China.Clay,20200919,60000.00,63000.00,59010.00,61000.00,67290738880,1103174,685,D,58480.00,59620.00
Iran.China.Clay,20200831,173440.00,173440.00,173000.00,173430.00,238302853040,1374038,1580,D,165190.00,173440.00
Iran.China.Clay,20200826,165510.00,165510.00,160180.00,165190.00,69395783030,420104,669,D,157630.00,165510.00
Iran.China.Clay,20200825,144330.00,159510.00,144330.00,157630.00,294434152550,1867834,702,D,151920.00,159510.00
Iran.China.Clay,20200824,144930.00,144930.00,144930.00,151920.00,3942675720,27204,114,D,152550.00,144930.00
Iran.China.Clay,20200823,159370.00,159370.00,146200.00,152550.00,29530895010,194753,378,D,153890.00,146200.00
Iran.China.Clay,20200822,146200.00,159890.00,146200.00,153890.00,62203514880,404216,712,D,152800.00,157500.00
Iran.China.Clay,20200819,157410.00,157410.00,143000.00,152800.00,40885958570,266429,716,D,149920.00,151000.00
Iran.China.Clay,20200818,152170.00,152170.00,152170.00,149920.00,34363485910,225823,412,D,144930.00,152170.00
Iran.China.Clay,20200817,135110.00,147910.00,133850.00,144930.00,50959212440,351618,398,D,140870.00,147910.00
Iran.China.Clay,20200816,140100.00,153720.00,139080.00,140870.00,56330279510,399867,496,D,146400.00,141900.00
Iran.China.Clay,20200815,159900.00,159900.00,145080.00,146400.00,111739153030,763264,629,D,152710.00,145080.00
Iran.China.Clay,20200812,152790.00,152790.00,151500.00,152710.00,69537039590,455365,450,D,145520.00,152790.00
Iran.China.Clay,20200811,149200.00,149650.00,137000.00,145520.00,88050715860,605084,720,D,142530.00,149650.00
Iran.China.Clay,20200810,146950.00,146950.00,140560.00,142530.00,30577660320,211603,602,D,139960.00,142150.00
Iran.China.Clay,20200809,140560.00,140560.00,140550.00,139960.00,47809641690,340137,421,D,133870.00,140560.00
Iran.China.Clay,20200805,128510.00,137260.00,128510.00,133870.00,59635784900,445490,658,D,130730.00,137260.00
Iran.China.Clay,20200804,128200.00,135490.00,128000.00,130730.00,74659843610,571085,746,D,131170.00,133000.00
Iran.China.Clay,20200803,132100.00,132100.00,128500.00,131170.00,27734533340,212593,551,D,132100.00,128560.00
Iran.China.Clay,20200802,142880.00,142880.00,129280.00,132100.00,62654421160,474299,837,D,136080.00,130000.00
Iran.China.Clay,20200801,140020.00,140030.00,135000.00,136080.00,26627951270,192030,495,D,133370.00,135000.00
Iran.China.Clay,20200729,132200.00,137000.00,129220.00,133370.00,43322189160,323870,597,D,131720.00,136400.00
Iran.China.Clay,20200728,136480.00,136480.00,126500.00,131720.00,43483561130,330118,580,D,131690.00,131000.00
Iran.China.Clay,20200727,141170.00,141170.00,129580.00,131690.00,49028161700,373303,778,D,136400.00,129600.00
Iran.China.Clay,20200726,136730.00,136730.00,130980.00,136400.00,60099366020,440600,519,D,130220.00,136730.00
Iran.China.Clay,20200725,127000.00,130940.00,125990.00,130220.00,79179812710,608062,561,D,124710.00,130940.00
Iran.China.Clay,20200722,130000.00,132000.00,123590.00,124710.00,77971884840,625218,728,D,130090.00,125990.00
Iran.China.Clay,20200721,130000.00,138000.00,127730.00,130090.00,90449458740,695276,955,D,134450.00,129450.00
Iran.China.Clay,20200720,143000.00,143000.00,130900.00,134450.00,74108949210,551221,1228,D,137780.00,130900.00
Iran.China.Clay,20200719,140000.00,142590.00,130630.00,137780.00,151153932970,1097057,1627,D,135800.00,133010.00
Iran.China.Clay,20200718,127100.00,135900.00,127100.00,135800.00,230909637920,1700371,843,D,129430.00,135900.00
Iran.China.Clay,20200715,125620.00,138000.00,125610.00,129430.00,96030592860,741955,744,D,132220.00,128000.00
Iran.China.Clay,20200714,130310.00,139000.00,130310.00,132220.00,63257594860,478437,746,D,137160.00,130310.00
Iran.China.Clay,20200713,147330.00,147330.00,135150.00,137160.00,39403640280,289165,591,D,142260.00,135150.00
Iran.China.Clay,20200712,137500.00,148200.00,134100.00,142260.00,78212604440,549801,1062,D,141150.00,134100.00
Iran.China.Clay,20200711,139750.00,141720.00,139750.00,141150.00,38706250470,276888,475,D,147100.00,139750.00
Iran.China.Clay,20200708,142690.00,149990.00,142690.00,147100.00,24829043810,172773,551,D,150200.00,142690.00
Iran.China.Clay,20200707,155990.00,156000.00,148560.00,150200.00,59500956870,396156,902,D,156370.00,148560.00
Iran.China.Clay,20200706,158780.00,158810.00,153000.00,156370.00,53507933490,341511,926,D,151250.00,155900.00
Iran.China.Clay,20200705,149650.00,152160.00,146610.00,151250.00,133275103110,881151,910,D,144920.00,152160.00
Iran.China.Clay,20200704,144880.00,144950.00,144000.00,144920.00,204936864230,1414101,934,D,138050.00,144950.00
Iran.China.Clay,20200701,138050.00,138050.00,138050.00,138050.00,59099757200,428104,305,D,131480.00,138050.00
Iran.China.Clay,20200630,133230.00,133230.00,133230.00,131480.00,40549749570,304359,297,D,126890.00,133230.00
Iran.China.Clay,20200629,128080.00,128080.00,128080.00,126890.00,43319345680,338221,181,D,121990.00,128080.00
Iran.China.Clay,20200628,120000.00,125460.00,113520.00,121990.00,220983852180,1811528,859,D,119490.00,125460.00
Iran.China.Clay,20200627,114000.00,122710.00,114000.00,119490.00,56060004790,469148,889,D,118910.00,119210.00
Iran.China.Clay,20200624,118290.00,122940.00,118290.00,118910.00,77287827810,649952,509,D,124510.00,118410.00
Iran.China.Clay,20200623,125790.00,125790.00,118000.00,124510.00,113452995910,911174,755,D,119800.00,118150.00
Iran.China.Clay,20200622,127000.00,127000.00,116000.00,119800.00,73224579090,611247,726,D,122060.00,117150.00
Iran.China.Clay,20200621,127900.00,127900.00,118770.00,122060.00,89930224100,736742,1028,D,125020.00,124000.00
Iran.China.Clay,20200620,125680.00,125680.00,120010.00,125020.00,66446431450,531479,650,D,119700.00,121100.00
Iran.China.Clay,20200616,120000.00,120150.00,115650.00,119700.00,71990324430,601422,508,D,114430.00,120150.00
Iran.China.Clay,20200615,114550.00,114550.00,110000.00,114430.00,96678392620,844899,469,D,109100.00,114550.00
Iran.China.Clay,20200614,110900.00,111590.00,100970.00,109100.00,94148246700,862926,865,D,106280.00,111590.00
Iran.China.Clay,20200613,107350.00,107350.00,100350.00,106280.00,44841443580,419251,310,D,102241.00,107350.00
Iran.China.Clay,20200610,102700.00,102702.00,92922.00,102241.00,105742769112,1034249,569,D,97812.00,102702.00
Iran.China.Clay,20200609,100109.00,100109.00,100109.00,97812.00,29875628979,298431,191,D,95342.00,100109.00
Iran.China.Clay,20200608,86728.00,95856.00,86728.00,95342.00,49325079038,514748,206,D,91292.00,95856.00
Iran.China.Clay,20200607,91489.00,91489.00,91010.00,91292.00,143786048229,1575013,404,D,87133.00,91489.00
Iran.China.Clay,20200606,87250.00,90098.00,83580.00,87133.00,240301631705,2757882,943,D,86811.00,90098.00
Iran.China.Clay,20200602,83050.00,89900.00,83050.00,86811.00,32753933213,377985,805,D,87254.00,86300.00
Iran.China.Clay,20200601,86795.00,93000.00,86795.00,87254.00,86865491686,995550,848,D,91363.00,86795.00
Iran.China.Clay,20200531,89300.00,90000.00,88934.00,91363.00,22687636987,254664,312,D,93614.00,88934.00
Iran.China.Clay,20200530,92775.00,100604.00,92774.00,93614.00,153361595896,1638227,912,D,97656.00,92774.00
Iran.China.Clay,20200527,93167.00,93167.00,93167.00,97656.00,3990435777,42831,93,D,98070.00,93167.00
Iran.China.Clay,20200526,93257.00,93542.00,93257.00,98070.00,920726361,9873,34,D,98165.00,93257.00
Iran.China.Clay,20200523,93542.00,93542.00,93542.00,98165.00,2890354258,30899,107,D,98465.00,93542.00
Iran.China.Clay,20200520,100000.00,105000.00,95000.00,98465.00,71462513445,725764,830,D,99868.00,96479.00
Iran.China.Clay,20200511,108343.00,108343.00,98025.00,103368.00,44274845268,428141,980,D,103184.00,100000.00
Iran.China.Clay,20200510,101000.00,103896.00,98952.00,103184.00,68548919393,664334,552,D,98949.00,103896.00
Iran.China.Clay,20200509,98700.00,99143.00,97100.00,98949.00,56443809719,570433,463,D,94422.00,99143.00
Iran.China.Clay,20200506,87829.00,97073.00,87829.00,94422.00,108425615467,1148303,901,D,92451.00,97073.00
Iran.China.Clay,20200505,98000.00,98000.00,89024.00,92451.00,78794913059,852285,775,D,93709.00,89024.00
Iran.China.Clay,20200504,93998.00,95207.00,86141.00,93709.00,76413458876,815433,817,D,90674.00,95206.00
Iran.China.Clay,20200503,90674.00,90674.00,90672.00,90674.00,57602379446,635269,365,D,86357.00,90674.00
Iran.China.Clay,20200502,86600.00,86610.00,84100.00,86357.00,51304654155,593537,547,D,82486.00,86610.00
Iran.China.Clay,20200429,83028.00,83028.00,80021.00,82486.00,51117039704,617186,519,D,79075.00,83028.00
Iran.China.Clay,20200428,78500.00,80903.00,74568.00,79075.00,84427279895,1067685,734,D,77051.00,80903.00
Iran.China.Clay,20200427,80550.00,80550.00,73218.00,77051.00,55345372337,718296,760,D,77071.00,77106.00
Iran.China.Clay,20200425,77415.00,77415.00,75500.00,77071.00,47783255424,617351,459,D,73729.00,77415.00
Iran.China.Clay,20200422,74655.00,74658.00,70000.00,73729.00,88914565983,1205961,817,D,71103.00,74658.00
Iran.China.Clay,20200421,71160.00,71162.00,64386.00,71103.00,97823592796,1375809,627,D,67774.00,71162.00
Iran.China.Clay,20200420,66999.00,68110.00,66999.00,67774.00,52943651407,778121,505,D,64867.00,68110.00
Iran.China.Clay,20200419,64898.00,64898.00,58718.00,64867.00,107660798507,1659712,336,D,61808.00,64898.00
Iran.China.Clay,20200418,61808.00,61808.00,61808.00,61808.00,60908631792,985449,281,D,58865.00,61808.00
Iran.China.Clay,20200415,60840.00,60841.00,59500.00,58865.00,17668788461,290413,146,D,57944.00,60841.00
Iran.China.Clay,20200414,59235.00,59235.00,57230.00,57944.00,29648778792,500791,483,D,56415.00,59235.00
Iran.China.Clay,20200413,57918.00,57918.00,57918.00,56415.00,24066261114,415523,206,D,55160.00,57918.00
Iran.China.Clay,20200412,53850.00,56198.00,52011.00,55160.00,55987366136,1014998,613,D,53522.00,56198.00
Iran.China.Clay,20200411,54700.00,55200.00,52100.00,53522.00,38343159463,720777,635,D,54740.00,52890.00
Iran.China.Clay,20200408,55950.00,56200.00,53004.00,54740.00,32380477626,588431,559,D,54335.00,54780.00
Iran.China.Clay,20200407,54000.00,55977.00,54000.00,54335.00,28623767964,521974,434,D,53795.00,54100.00
Iran.China.Clay,20200406,55977.00,55977.00,52002.00,53795.00,21176726351,388102,541,D,53312.00,54205.00
Iran.China.Clay,20200405,53810.00,53813.00,52097.00,53312.00,45120198976,839845,370,D,51251.00,53813.00
Iran.China.Clay,20200404,52097.00,52097.00,50020.00,51251.00,43038910294,834242,661,D,49617.00,52097.00
Iran.China.Clay,20200330,50888.00,50888.00,48726.00,49617.00,34128878903,677469,705,D,48465.00,50790.00
Iran.China.Clay,20200329,48726.00,48726.00,47000.00,48465.00,51564053912,1061266,776,D,46406.00,48726.00
Iran.China.Clay,20200328,46669.00,46690.00,44500.00,46406.00,81757120510,1761777,1033,D,44467.00,46690.00
Iran.China.Clay,20200325,44279.00,45980.00,43510.00,44467.00,55041824721,1237803,948,D,44420.00,45299.00
Iran.China.Clay,20200324,46144.00,46144.00,44000.00,44420.00,11377643990,254528,303,D,44338.00,44280.00
Iran.China.Clay,20200318,44400.00,45999.00,43302.00,44338.00,19379091812,431196,416,D,43948.00,45635.00
Iran.China.Clay,20200317,44491.00,44500.00,42666.00,43948.00,10283927296,237375,312,D,44120.00,43200.00
Iran.China.Clay,20200316,43902.00,44998.00,43100.00,44120.00,24173691515,545159,476,D,43902.00,44490.00
Iran.China.Clay,20200315,42353.00,45800.00,42353.00,43902.00,20591981412,478656,445,D,44582.00,43199.00
Iran.China.Clay,20200314,43525.00,46700.00,43197.00,44582.00,20177767459,465232,339,D,45470.00,43197.00
Iran.China.Clay,20200311,47049.00,47300.00,44000.00,45470.00,22974499947,500514,542,D,45095.00,46199.00
Iran.China.Clay,20200310,43001.00,46994.00,43001.00,45095.00,13336737633,295861,464,D,45102.00,45099.00
Iran.China.Clay,20200309,47178.00,47179.00,44374.00,45102.00,37526934599,840444,660,D,46709.00,44374.00
Iran.China.Clay,20200307,47678.00,48500.00,46080.00,46709.00,14399836146,304046,586,D,46453.00,47760.00
Iran.China.Clay,20200304,47429.00,47429.00,46075.00,46453.00,34902830417,740479,520,D,45171.00,47429.00
Iran.China.Clay,20200303,46387.00,46389.00,45002.00,45171.00,23666147602,510225,463,D,44180.00,46389.00
Iran.China.Clay,20200302,44790.00,44883.00,43200.00,44180.00,41886488603,941824,878,D,42746.00,44883.00
Iran.China.Clay,20200301,40500.00,43500.00,40500.00,42746.00,17375422595,406481,567,D,41917.00,43200.00
Iran.China.Clay,20200229,41912.00,42350.00,41870.00,41917.00,25461013890,607412,679,D,44073.00,42097.00
Iran.China.Clay,20200226,44210.00,45300.00,43400.00,44073.00,20497655686,465081,495,D,44750.00,43550.00
Iran.China.Clay,20200225,45438.00,45438.00,44000.00,44750.00,17685654943,395210,535,D,44378.00,45312.00
Iran.China.Clay,20200224,47000.00,47000.00,43000.00,44378.00,30913527798,696597,632,D,44782.00,44432.00
Iran.China.Clay,20200223,44028.00,44801.00,44028.00,44782.00,31846334714,711146,569,D,42668.00,44801.00
Iran.China.Clay,20200222,39696.00,43874.00,39696.00,42668.00,30814851698,722204,586,D,41785.00,43874.00
Iran.China.Clay,20200219,40998.00,42076.00,40500.00,41785.00,25915551828,620217,600,D,40073.00,42076.00
Iran.China.Clay,20200218,39500.00,41001.00,39500.00,40073.00,19652379424,490415,411,D,40059.00,40248.00
Iran.China.Clay,20200217,40000.00,41300.00,39410.00,40059.00,22495985431,561568,549,D,39599.00,40000.00
Iran.China.Clay,20200216,40998.00,40998.00,39003.00,39599.00,20069536120,506825,584,D,40563.00,39600.00
Iran.China.Clay,20200215,42559.00,42559.00,40004.00,40563.00,11125934239,274291,416,D,40770.00,40400.00
Iran.China.Clay,20200212,41998.00,41998.00,39828.00,40770.00,19981081561,490095,509,D,40450.00,41300.00
Iran.China.Clay,20200210,41500.00,42200.00,40162.00,40450.00,25355322483,626828,594,D,42275.00,41678.00
Iran.China.Clay,20200209,42522.00,43900.00,40901.00,42275.00,15227845252,360206,455,D,42242.00,41700.00
Iran.China.Clay,20200208,43027.00,43027.00,40003.00,42242.00,21838368335,516988,582,D,40979.00,42595.00
Iran.China.Clay,20200205,40000.00,41607.00,39999.00,40979.00,21731158325,530296,510,D,39626.00,41607.00
Iran.China.Clay,20200204,42250.00,42250.00,38700.00,39626.00,16184991787,408442,567,D,40338.00,38700.00
Iran.China.Clay,20200203,40150.00,40584.00,39401.00,40338.00,36701293932,909842,663,D,38652.00,40584.00
Iran.China.Clay,20200202,38640.00,40177.00,36351.00,38652.00,81691663365,2113510,1451,D,38264.00,40144.00
Iran.China.Clay,20200201,38264.00,38264.00,38264.00,38264.00,54731754208,1430372,416,D,36442.00,38264.00
Iran.China.Clay,20200128,37078.00,37078.00,37078.00,36442.00,4745279518,127981,124,D,35313.00,37078.00
Iran.China.Clay,20200127,34999.00,35561.00,33900.00,35313.00,33685804592,953924,495,D,33868.00,35561.00
Iran.China.Clay,20200126,34000.00,34263.00,33101.00,33868.00,19737369226,582768,534,D,33443.00,34032.00
Iran.China.Clay,20200125,34604.00,34604.00,32658.00,33443.00,25231333410,754447,789,D,33051.00,33000.00
Iran.China.Clay,20200122,33299.00,33299.00,32730.00,33051.00,8305886445,251304,300,D,32575.00,33280.00
Iran.China.Clay,20200121,32050.00,33680.00,32050.00,32575.00,16468728560,505561,631,D,32926.00,32499.00
Iran.China.Clay,20200120,33000.00,33997.00,32400.00,32926.00,21705650940,659228,482,D,33738.00,33000.00
Iran.China.Clay,20200119,32750.00,34800.00,32750.00,33738.00,7691476665,227976,294,D,34320.00,33250.00
Iran.China.Clay,20200118,34000.00,34850.00,33401.00,34320.00,11870722030,345884,277,D,33255.00,33610.00
Iran.China.Clay,20200115,33000.00,33600.00,32500.00,33255.00,5867843026,176543,264,D,33389.00,33113.00
Iran.China.Clay,20200114,32801.00,34000.00,32801.00,33389.00,4554867683,136701,242,D,33538.00,33300.00
Iran.China.Clay,20200113,33548.00,33548.00,33200.00,33538.00,10248340682,305574,259,D,31951.00,33548.00
Iran.China.Clay,20200112,32701.00,32701.00,32701.00,31951.00,3389883763,103663,48,D,31144.00,32701.00
Iran.China.Clay,20200111,31144.00,31144.00,31144.00,31144.00,6246116064,200556,77,D,30534.00,31144.00
Iran.China.Clay,20200108,30534.00,30534.00,30534.00,30534.00,14169088962,464043,273,D,31157.00,30534.00
Iran.China.Clay,20200107,31600.00,32950.00,30371.00,31157.00,8780452335,281816,241,D,31969.00,30371.00
Iran.China.Clay,20200105,31576.00,33000.00,31576.00,31969.00,13030925214,407608,336,D,33237.00,32200.00
Iran.China.Clay,20200104,33183.00,35988.00,33183.00,33237.00,53786351925,1618260,635,D,34929.00,33183.00
Iran.China.Clay,20200101,35490.00,35490.00,34212.00,34929.00,12679708793,363014,503,D,34666.00,34212.00
Iran.China.Clay,20191231,34799.00,35899.00,33501.00,34666.00,14430881646,416286,610,D,34510.00,34400.00
Iran.China.Clay,20191230,34210.00,35395.00,33673.00,34510.00,42218790921,1223389,602,D,34595.00,34641.00
Iran.China.Clay,20191229,35300.00,35400.00,32911.00,34595.00,11524369959,333122,488,D,34643.00,34600.00
Iran.China.Clay,20191228,34588.00,35170.00,33785.00,34643.00,24143201463,696915,578,D,33537.00,34650.00
Iran.China.Clay,20191225,33754.00,34391.00,32120.00,33537.00,21755493467,648698,509,D,32754.00,34391.00
Iran.China.Clay,20191224,31800.00,33900.00,31800.00,32754.00,5941499577,181459,276,D,32864.00,33000.00
Iran.China.Clay,20191223,33502.00,34377.00,31402.00,32864.00,17202630405,523455,596,D,33047.00,32450.00
Iran.China.Clay,20191222,34070.00,34070.00,32500.00,33047.00,8422794011,254873,309,D,33277.00,33500.00
Iran.China.Clay,20191221,33099.00,34100.00,32103.00,33277.00,10418003503,313070,448,D,32738.00,33350.00
Iran.China.Clay,20191218,31299.00,32932.00,31299.00,32738.00,21408868424,653947,521,D,31364.00,32932.00
Iran.China.Clay,20191217,31531.00,32000.00,31200.00,31364.00,16060071841,512062,383,D,31526.00,31310.00
Iran.China.Clay,20191216,32160.00,32160.00,31300.00,31526.00,19626727671,622557,390,D,31870.00,31500.00
Iran.China.Clay,20191215,31705.00,32489.00,31401.00,31870.00,7890079098,247568,356,D,32034.00,31460.00
Iran.China.Clay,20191214,31993.00,32690.00,31511.00,32034.00,14968518148,467267,390,D,31714.00,32120.00
Iran.China.Clay,20191211,31502.00,32000.00,31305.00,31714.00,7633259465,240691,306,D,32240.00,31993.00
Iran.China.Clay,20191210,32495.00,33200.00,31605.00,32240.00,10386494450,322159,470,D,32060.00,31698.00
Iran.China.Clay,20191209,32430.00,33967.00,31825.00,32060.00,31046377707,968385,907,D,33500.00,32100.00
Iran.China.Clay,20191208,35200.00,35300.00,32050.00,33500.00,16086110306,480183,568,D,33719.00,33590.00
Iran.China.Clay,20191207,33340.00,34500.00,33000.00,33719.00,33254578001,986215,516,D,32923.00,33700.00
Iran.China.Clay,20191204,32935.00,33500.00,31875.00,32923.00,47052560739,1429164,521,D,32283.00,33368.00
Iran.China.Clay,20191203,30914.00,32608.00,30800.00,32283.00,31016171894,960751,355,D,31056.00,32608.00
Iran.China.Clay,20191202,31999.00,31999.00,30799.00,31056.00,21097420247,679338,426,D,31346.00,30913.00
Iran.China.Clay,20191201,30560.00,31800.00,30560.00,31346.00,23648076630,754427,580,D,30843.00,31370.00
Iran.China.Clay,20191130,31325.00,31496.00,30500.00,30843.00,26898896608,872128,654,D,31595.00,31048.00
Iran.China.Clay,20191127,30509.00,32200.00,30509.00,31595.00,23957879286,758275,406,D,31822.00,31151.00
Iran.China.Clay,20191126,31835.00,32650.00,31000.00,31822.00,31371153878,985840,554,D,31480.00,31000.00
Iran.China.Clay,20191125,30499.00,31828.00,30010.00,31480.00,57000117641,1810665,1021,D,30316.00,31750.00
Iran.China.Clay,20191124,30998.00,30998.00,29900.00,30316.00,40100417628,1322747,787,D,31369.00,30450.00
Iran.China.Clay,20191123,32400.00,32400.00,29900.00,31369.00,157613935888,5024437,2190,D,30894.00,30000.00
Iran.China.Clay,20191120,30894.00,30894.00,30894.00,30894.00,21951237396,710534,109,D,29423.00,30894.00
Iran.China.Clay,20191119,28350.00,29448.00,28050.00,29423.00,208424866568,7083771,802,D,28046.00,29448.00
Iran.China.Clay,20191118,27125.00,28400.00,27120.00,28046.00,6818606488,243119,186,D,27738.00,28280.00
Iran.China.Clay,20191117,28150.00,28399.00,27000.00,27738.00,4952078434,178670,163,D,27917.00,28000.00
Iran.China.Clay,20191116,27000.00,28480.00,27000.00,27917.00,10561861233,378332,311,D,27316.00,28400.00
Iran.China.Clay,20191113,27200.00,27660.00,26930.00,27316.00,1524130653,55831,109,D,27322.00,27111.00
Iran.China.Clay,20191112,28000.00,28000.00,26950.00,27322.00,4217100407,154625,124,D,27487.00,27500.00
Iran.China.Clay,20191111,26500.00,28150.00,26500.00,27487.00,4895928739,177625,186,D,26885.00,27251.00
Iran.China.Clay,20191110,25926.00,27000.00,25926.00,26885.00,936464482,35060,76,D,26922.00,26700.00
Iran.China.Clay,20191109,26925.00,27800.00,26101.00,26922.00,4682523093,174168,148,D,27173.00,27000.00
Iran.China.Clay,20191105,26620.00,28000.00,26620.00,27173.00,3883176276,144212,237,D,27811.00,26821.00
Iran.China.Clay,20191104,28800.00,28800.00,26851.00,27811.00,10314171809,370869,275,D,28068.00,27428.00
Iran.China.Clay,20191103,28392.00,28535.00,26811.00,28068.00,8996824373,320534,303,D,27749.00,28500.00
Iran.China.Clay,20191102,28398.00,28400.00,27004.00,27749.00,6266299136,225818,368,D,27911.00,27850.00
Iran.China.Clay,20191030,27500.00,28222.00,26112.00,27911.00,15118028290,541657,441,D,27046.00,28098.00
Iran.China.Clay,20191028,26680.00,27300.00,26450.00,27046.00,8099054098,299451,258,D,26200.00,27269.00
Iran.China.Clay,20191026,26335.00,26400.00,25253.00,26200.00,5124601705,195429,211,D,25238.00,26220.00
Iran.China.Clay,20191023,25990.00,25998.00,24305.00,25238.00,1272115324,50206,103,D,25204.00,25550.00
Iran.China.Clay,20191022,24590.00,25468.00,23044.00,25204.00,7502045942,297656,224,D,24256.00,25455.00
Iran.China.Clay,20191021,23686.00,26000.00,23686.00,24256.00,10254298615,422745,215,D,24932.00,25000.00
Iran.China.Clay,20191020,26500.00,26500.00,24718.00,24932.00,8754914047,351148,290,D,26018.00,24720.00
Iran.China.Clay,20191016,25352.00,27000.00,25352.00,26018.00,8032520641,308727,270,D,26684.00,26400.00
Iran.China.Clay,20191015,26500.00,27700.00,25916.00,26684.00,2485392296,95470,142,D,27279.00,25916.00
Iran.China.Clay,20191014,28000.00,28333.00,26501.00,27279.00,8481156039,310900,363,D,27507.00,26721.00
Iran.China.Clay,20191013,26564.00,27565.00,26564.00,27507.00,19157958970,696475,450,D,26253.00,27565.00
Iran.China.Clay,20191012,26000.00,26557.00,25210.00,26253.00,9588740934,365247,230,D,25293.00,26557.00
Iran.China.Clay,20191009,24501.00,26000.00,24501.00,25293.00,4736885315,187403,187,D,25539.00,25425.00
Iran.China.Clay,20191008,26890.00,26890.00,25309.00,25539.00,6850747699,268251,321,D,26641.00,25390.00
Iran.China.Clay,20191007,26746.00,27000.00,26205.00,26641.00,7432549305,278987,244,D,26209.00,26300.00
Iran.China.Clay,20191006,26770.00,26888.00,25955.00,26209.00,6941334818,264841,344,D,27255.00,26245.00
Iran.China.Clay,20191005,27499.00,27599.00,26600.00,27255.00,10384901897,381034,419,D,27041.00,26600.00
Iran.China.Clay,20191002,26010.00,27599.00,25910.00,27041.00,16847611330,623051,431,D,26428.00,27100.00
Iran.China.Clay,20191001,26699.00,26699.00,25901.00,26428.00,13694146314,518172,405,D,26578.00,26010.00
Iran.China.Clay,20190930,26626.00,27398.00,26421.00,26578.00,10472406378,394025,512,D,26902.00,26499.00
Iran.China.Clay,20190929,27370.00,27370.00,26502.00,26902.00,10508002334,390598,369,D,27216.00,26683.00
