<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
ToseAtlasMofid.ETF,20221115,266001.00,271001.00,266001.00,267625.00,173924345461,649880,529,D,265940.00,267400.00
ToseAtlasMofid.ETF,20221114,269900.00,270000.00,264501.00,265940.00,145382505287,546674,493,D,267605.00,267100.00
ToseAtlasMofid.ETF,20221113,272477.00,272477.00,267001.00,267605.00,208842740621,780414,666,D,270498.00,267110.00
ToseAtlasMofid.ETF,20221112,271783.00,274000.00,267651.00,270498.00,164609923175,608545,797,D,270139.00,270990.00
ToseAtlasMofid.ETF,20221109,265000.00,271990.00,262001.00,270139.00,439920169289,1628495,1025,D,270195.00,271493.00
ToseAtlasMofid.ETF,20221108,267201.00,272301.00,264111.00,270195.00,617969252541,2287122,1340,D,264919.00,265500.00
ToseAtlasMofid.ETF,20221107,257202.00,266700.00,257185.00,264919.00,654704074050,2471341,1397,D,257296.00,266320.00
ToseAtlasMofid.ETF,20221106,255000.00,258996.00,254003.00,257296.00,211941853855,823728,844,D,253778.00,258950.00
ToseAtlasMofid.ETF,20221105,244978.00,254999.00,243402.00,253778.00,260396063595,1026080,866,D,242526.00,254994.00
ToseAtlasMofid.ETF,20221102,244390.00,244390.00,241002.00,242526.00,31984350478,131880,369,D,243454.00,243899.00
ToseAtlasMofid.ETF,20221101,243490.00,244800.00,242005.00,243454.00,19454374226,79910,318,D,241526.00,242773.00
ToseAtlasMofid.ETF,20221031,240116.00,243680.00,239508.00,241526.00,30815338050,127586,419,D,239854.00,243100.00
ToseAtlasMofid.ETF,20221030,239978.00,242996.00,237008.00,239854.00,14026180439,58478,272,D,237647.00,242994.00
ToseAtlasMofid.ETF,20221029,236205.00,239490.00,236100.00,237647.00,90378139480,380304,292,D,236172.00,237700.00
ToseAtlasMofid.ETF,20221026,240200.00,240200.00,235010.00,236172.00,71318223226,301976,455,D,241657.00,236294.00
ToseAtlasMofid.ETF,20221025,241054.00,244000.00,239818.00,241657.00,22971873878,95060,331,D,242915.00,240310.00
ToseAtlasMofid.ETF,20221024,246000.00,246000.00,242008.00,242915.00,49840084643,205175,254,D,246329.00,242008.00
ToseAtlasMofid.ETF,20221023,247215.00,248500.00,245707.00,246329.00,12749273510,51757,176,D,248054.00,246497.00
ToseAtlasMofid.ETF,20221022,248500.00,249101.00,247401.00,248054.00,20041767809,80796,212,D,248210.00,247654.00
ToseAtlasMofid.ETF,20221019,248900.00,248900.00,248008.00,248210.00,13980170144,56324,122,D,248612.00,248066.00
