<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
ToseAtlasMofid.ETF,20210508,196250.00,199983.00,196250.00,197494.00,6047279410,30620,193,D,197558.00,197000.00
ToseAtlasMofid.ETF,20210505,193600.00,199999.00,193600.00,197558.00,12319309199,62358,198,D,196382.00,197800.00
ToseAtlasMofid.ETF,20210503,198002.00,198002.00,195501.00,196382.00,9232911440,47015,172,D,198505.00,196000.00
ToseAtlasMofid.ETF,20210502,200015.00,200015.00,198301.00,198505.00,66001418086,332492,149,D,201257.00,198502.00
ToseAtlasMofid.ETF,20210501,207000.00,207000.00,200010.00,201257.00,46122763408,229174,213,D,204899.00,200015.00
ToseAtlasMofid.ETF,20210428,206000.00,207001.00,203500.00,204899.00,9079275004,44311,194,D,203421.00,205299.00
ToseAtlasMofid.ETF,20210427,200101.00,205000.00,200101.00,203421.00,9047562308,44477,235,D,200247.00,203828.00
ToseAtlasMofid.ETF,20210426,198000.00,202000.00,198000.00,200247.00,7120986022,35561,201,D,198032.00,200008.00
ToseAtlasMofid.ETF,20210425,198002.00,199769.00,197501.00,198032.00,30930763268,156191,152,D,200243.00,198000.00
ToseAtlasMofid.ETF,20210424,201001.00,202650.00,199502.00,200243.00,29688232162,148261,244,D,202571.00,199999.00
ToseAtlasMofid.ETF,20210421,203500.00,203900.00,201600.00,202571.00,5932889181,29288,124,D,204455.00,202700.00
ToseAtlasMofid.ETF,20210420,203601.00,206999.00,203500.00,204455.00,14962858492,73184,299,D,203327.00,203500.00
ToseAtlasMofid.ETF,20210419,203103.00,205500.00,203001.00,203327.00,55139117048,271185,288,D,203936.00,205000.00
ToseAtlasMofid.ETF,20210418,205001.00,207800.00,203755.00,203936.00,18116685418,88835,171,D,205303.00,204380.00
ToseAtlasMofid.ETF,20210417,209000.00,209000.00,205000.00,205303.00,8851433223,43114,180,D,208005.00,205050.00
ToseAtlasMofid.ETF,20210414,206600.00,210501.00,206600.00,208005.00,11378693919,54704,207,D,210985.00,207510.00
ToseAtlasMofid.ETF,20210413,209000.00,212480.00,209000.00,210985.00,15111820475,71625,343,D,205741.00,211550.00
ToseAtlasMofid.ETF,20210412,205800.00,208001.00,204001.00,205741.00,4954657630,24082,194,D,204639.00,207430.00
ToseAtlasMofid.ETF,20210411,204522.00,206850.00,204000.00,204639.00,11340074138,55415,176,D,205725.00,204400.00
ToseAtlasMofid.ETF,20210410,208700.00,208999.00,205000.00,205725.00,14893441358,72395,217,D,208693.00,205005.00
ToseAtlasMofid.ETF,20210407,211002.00,211002.00,207500.00,208693.00,7002894051,33556,182,D,212005.00,208500.00
ToseAtlasMofid.ETF,20210406,212001.00,215001.00,209501.00,212005.00,15964366319,75302,288,D,210668.00,209900.00
ToseAtlasMofid.ETF,20210405,208001.00,212999.00,207900.00,210668.00,11370169768,53972,204,D,209048.00,212999.00
ToseAtlasMofid.ETF,20210404,212516.00,212516.00,208009.00,209048.00,16393994148,78422,221,D,213043.00,209760.00
ToseAtlasMofid.ETF,20210403,217900.00,218001.00,212505.00,213043.00,15940074250,74821,206,D,215643.00,212516.00
ToseAtlasMofid.ETF,20210331,219000.00,219000.00,215000.00,215643.00,8807087573,40841,217,D,217891.00,216400.00
ToseAtlasMofid.ETF,20210330,217050.00,220001.00,215002.00,217891.00,11118107715,51026,337,D,216289.00,217024.00
ToseAtlasMofid.ETF,20210328,218100.00,218900.00,216100.00,216289.00,124567204564,575930,311,D,218257.00,216700.00
ToseAtlasMofid.ETF,20210327,220005.00,224001.00,215060.00,218257.00,106382241197,487417,575,D,218519.00,218100.00
ToseAtlasMofid.ETF,20210317,219000.00,219902.00,217500.00,218519.00,15899421579,72760,471,D,215671.00,217724.00
ToseAtlasMofid.ETF,20210316,212500.00,219100.00,210100.00,215671.00,22317620000,103480,547,D,209461.00,218000.00
ToseAtlasMofid.ETF,20210315,209013.00,211500.00,207050.00,209461.00,12758908188,60913,388,D,211053.00,210000.00
ToseAtlasMofid.ETF,20210314,212000.00,212500.00,209001.00,211053.00,22804696149,108052,539,D,210337.00,209013.00
ToseAtlasMofid.ETF,20210313,207500.00,211000.00,205420.00,210337.00,277832111686,1320891,567,D,204809.00,210400.00
ToseAtlasMofid.ETF,20210310,202030.00,205789.00,202030.00,204809.00,16735794866,81714,257,D,207423.00,205400.00
ToseAtlasMofid.ETF,20210309,202780.00,208330.00,202001.00,207423.00,360857325549,1739715,661,D,201547.00,205301.00
ToseAtlasMofid.ETF,20210308,203950.00,203950.00,199001.00,201547.00,13895071224,68942,486,D,197013.00,202790.00
ToseAtlasMofid.ETF,20210307,193280.00,199000.00,193280.00,197013.00,14347447189,72825,361,D,192857.00,199000.00
ToseAtlasMofid.ETF,20210306,193550.00,197979.00,192004.00,192857.00,31363739529,162627,262,D,196182.00,193425.00
ToseAtlasMofid.ETF,20210303,199000.00,199000.00,196000.00,196182.00,6345304415,32344,215,D,196743.00,196310.00
ToseAtlasMofid.ETF,20210302,195460.00,199000.00,195005.00,196743.00,21181375932,107660,428,D,194102.00,197995.00
ToseAtlasMofid.ETF,20210301,191501.00,196000.00,191501.00,194102.00,19060776898,98200,367,D,191452.00,195005.00
ToseAtlasMofid.ETF,20210228,190040.00,196897.00,190040.00,191452.00,7285117065,38052,171,D,193460.00,191250.00
ToseAtlasMofid.ETF,20210227,197799.00,197799.00,192005.00,193460.00,6464085728,33413,197,D,196499.00,193998.00
ToseAtlasMofid.ETF,20210224,203950.00,203950.00,195000.00,196499.00,10372805099,52788,418,D,193952.00,195910.00
ToseAtlasMofid.ETF,20210223,192995.00,198300.00,189000.00,193952.00,33182006365,171084,634,D,189005.00,198000.00
ToseAtlasMofid.ETF,20210222,194980.00,194980.00,187600.00,189005.00,15909694566,84176,353,D,193431.00,189000.00
ToseAtlasMofid.ETF,20210221,198000.00,198600.00,189900.00,193431.00,44206031790,228536,395,D,196179.00,192200.00
ToseAtlasMofid.ETF,20210220,200432.00,200433.00,194005.00,196179.00,85698602896,436839,488,D,200432.00,194006.00
ToseAtlasMofid.ETF,20210217,202600.00,204003.00,199610.00,200432.00,62090919688,309785,397,D,202581.00,200010.00
ToseAtlasMofid.ETF,20210216,204000.00,205000.00,201001.00,202581.00,31367025061,154837,344,D,205647.00,201001.00
ToseAtlasMofid.ETF,20210215,205000.00,207000.00,203200.00,205647.00,20665451881,100490,333,D,208081.00,205500.00
ToseAtlasMofid.ETF,20210214,212990.00,212990.00,205500.00,208081.00,38409394519,184589,635,D,210307.00,206100.00
ToseAtlasMofid.ETF,20210213,207000.00,213850.00,206900.00,210307.00,115845123356,550839,972,D,201733.00,213000.00
ToseAtlasMofid.ETF,20210209,200000.00,203950.00,197500.00,201733.00,43804957273,217143,773,D,200721.00,201056.00
ToseAtlasMofid.ETF,20210208,210000.00,210000.00,196001.00,200721.00,56393122570,280953,1083,D,201431.00,199800.00
ToseAtlasMofid.ETF,20210207,190350.00,207000.00,190350.00,201431.00,99481995396,493876,1270,D,189236.00,205000.00
ToseAtlasMofid.ETF,20210206,194240.00,194240.00,187500.00,189236.00,21530528644,113776,369,D,197417.00,188996.00
ToseAtlasMofid.ETF,20210203,200000.00,202000.00,194001.00,197417.00,12944038373,65567,430,D,199457.00,194240.00
ToseAtlasMofid.ETF,20210202,199100.00,203000.00,198090.00,199457.00,13671181356,68542,337,D,201481.00,199003.00
ToseAtlasMofid.ETF,20210201,200100.00,204000.00,199000.00,201481.00,20690856133,102694,347,D,203050.00,201497.00
ToseAtlasMofid.ETF,20210131,209110.00,210000.00,199721.00,203050.00,105873588847,521416,732,D,206563.00,200100.00
ToseAtlasMofid.ETF,20210130,202001.00,208500.00,202001.00,206563.00,66130171132,320145,778,D,199576.00,208490.00
ToseAtlasMofid.ETF,20210127,195003.00,203001.00,194000.00,199576.00,32995657627,165329,435,D,200792.00,202000.00
ToseAtlasMofid.ETF,20210126,205000.00,205001.00,195100.00,200792.00,64186829147,319669,658,D,204165.00,197100.00
ToseAtlasMofid.ETF,20210125,203000.00,214200.00,200000.00,204165.00,604064594210,2958704,1127,D,211000.00,205500.00
ToseAtlasMofid.ETF,20210124,217000.00,218400.00,198000.00,211000.00,123610697652,585834,1205,D,209671.00,202700.00
ToseAtlasMofid.ETF,20210123,205555.00,215000.00,205555.00,209671.00,99375681657,473961,966,D,203913.00,212000.00
ToseAtlasMofid.ETF,20210120,200001.00,205900.00,200001.00,203913.00,67128652188,329202,838,D,194861.00,203500.00
ToseAtlasMofid.ETF,20210119,182001.00,201999.00,180001.00,194861.00,54370667655,279023,636,D,185631.00,199000.00
ToseAtlasMofid.ETF,20210118,187000.00,191999.00,180001.00,185631.00,60952355404,328353,510,D,191759.00,182000.00
ToseAtlasMofid.ETF,20210116,204000.00,204000.00,185700.00,191759.00,31913719993,166426,439,D,200311.00,186300.00
ToseAtlasMofid.ETF,20210113,202460.00,204749.00,195002.00,200311.00,30988367970,154701,430,D,205304.00,198499.00
ToseAtlasMofid.ETF,20210112,207000.00,207500.00,203600.00,205304.00,18659065660,90885,346,D,210557.00,203850.00
ToseAtlasMofid.ETF,20210111,213800.00,213800.00,208000.00,210557.00,43194894763,205146,497,D,212187.00,208200.00
ToseAtlasMofid.ETF,20210110,211000.00,215990.00,210160.00,212187.00,36671513817,172826,583,D,210262.00,212979.00
ToseAtlasMofid.ETF,20210109,209001.00,212490.00,203001.00,210262.00,76486548949,363767,479,D,207916.00,209499.00
ToseAtlasMofid.ETF,20210106,210000.00,210000.00,206000.00,207916.00,15222131644,73213,358,D,214140.00,207800.00
ToseAtlasMofid.ETF,20210105,215499.00,215499.00,213000.00,214140.00,44795676126,209189,344,D,213410.00,213210.00
ToseAtlasMofid.ETF,20210104,211500.00,216000.00,211500.00,213410.00,148766239899,697092,439,D,210450.00,214500.00
ToseAtlasMofid.ETF,20210103,205555.00,215000.00,205555.00,210450.00,61317069222,291361,538,D,205931.00,214300.00
ToseAtlasMofid.ETF,20210102,208100.00,211000.00,202002.00,205931.00,25641524713,124515,487,D,212943.00,205555.00
ToseAtlasMofid.ETF,20201230,215000.00,215000.00,212003.00,212943.00,56968095596,267527,346,D,213838.00,212015.00
ToseAtlasMofid.ETF,20201229,217000.00,217399.00,213000.00,213838.00,13145908449,61476,322,D,216874.00,213505.00
ToseAtlasMofid.ETF,20201228,214020.00,217800.00,214020.00,216874.00,76265825522,351659,495,D,215392.00,216200.00
ToseAtlasMofid.ETF,20201227,215090.00,217210.00,212001.00,215392.00,23104205486,107266,556,D,215241.00,215009.00
ToseAtlasMofid.ETF,20201226,215000.00,216300.00,214000.00,215241.00,14130375553,65649,418,D,215949.00,215090.00
ToseAtlasMofid.ETF,20201223,214230.00,217990.00,214230.00,215949.00,114210944207,528879,577,D,215985.00,215800.00
ToseAtlasMofid.ETF,20201222,214365.00,216500.00,214365.00,215985.00,25301156128,117143,532,D,214365.00,216200.00
ToseAtlasMofid.ETF,20201221,210000.00,217000.00,209000.00,214365.00,40322516898,188102,654,D,211721.00,214150.00
ToseAtlasMofid.ETF,20201220,215000.00,215000.00,208500.00,211721.00,19322293796,91263,528,D,210816.00,211110.00
ToseAtlasMofid.ETF,20201219,205700.00,213000.00,205700.00,210816.00,26707439644,126686,520,D,203329.00,212100.00
ToseAtlasMofid.ETF,20201216,195250.00,208000.00,195030.00,203329.00,33661091252,165550,734,D,199534.00,205000.00
ToseAtlasMofid.ETF,20201215,207116.00,211000.00,195016.00,199534.00,59289366660,297139,751,D,212250.00,202010.00
ToseAtlasMofid.ETF,20201214,213001.00,215300.00,209500.00,212250.00,25064608177,118090,528,D,214947.00,211000.00
ToseAtlasMofid.ETF,20201213,217969.00,217969.00,213000.00,214947.00,19472668523,90593,552,D,216466.00,215041.00
ToseAtlasMofid.ETF,20201212,215800.00,217980.00,215511.00,216466.00,39454651492,182267,793,D,213854.00,215519.00
ToseAtlasMofid.ETF,20201209,215010.00,215990.00,213000.00,213854.00,24345805298,113843,779,D,213091.00,214980.00
ToseAtlasMofid.ETF,20201208,212000.00,216965.00,207116.00,213091.00,27752556600,130238,753,D,214040.00,213990.00
ToseAtlasMofid.ETF,20201207,218000.00,219000.00,208000.00,214040.00,39435450318,184243,895,D,217110.00,210000.00
ToseAtlasMofid.ETF,20201206,214990.00,218997.00,214499.00,217110.00,46963046029,216310,968,D,210702.00,216510.00
ToseAtlasMofid.ETF,20201205,207670.00,213000.00,205300.00,210702.00,37869973560,179732,714,D,207945.00,212500.00
ToseAtlasMofid.ETF,20201202,201200.00,209999.00,201200.00,207945.00,41890913500,201452,758,D,207919.00,206800.00
ToseAtlasMofid.ETF,20201201,209990.00,210500.00,200000.00,207919.00,46844098742,225300,927,D,207936.00,208660.00
ToseAtlasMofid.ETF,20201130,205010.00,210000.00,205010.00,207936.00,56312490058,270817,954,D,201342.00,208610.00
ToseAtlasMofid.ETF,20201129,198000.00,204990.00,198000.00,201342.00,90964358967,451790,991,D,197528.00,204990.00
ToseAtlasMofid.ETF,20201128,196890.00,200000.00,194000.00,197528.00,30411145835,153959,647,D,194333.00,198290.00
ToseAtlasMofid.ETF,20201125,194000.00,197000.00,188000.00,194333.00,33390891146,171823,788,D,193738.00,196000.00
ToseAtlasMofid.ETF,20201124,199000.00,199000.00,189000.00,193738.00,44788832586,231183,797,D,194925.00,193300.00
ToseAtlasMofid.ETF,20201123,190001.00,197000.00,190001.00,194925.00,34583791018,177421,656,D,192195.00,195000.00
ToseAtlasMofid.ETF,20201122,185210.00,195990.00,185000.00,192195.00,62778437724,326639,890,D,196346.00,192081.00
ToseAtlasMofid.ETF,20201121,200000.00,203000.00,186000.00,196346.00,62655980211,319110,1274,D,192664.00,187000.00
ToseAtlasMofid.ETF,20201118,191009.00,196890.00,191009.00,192664.00,86038618708,446574,967,D,184291.00,196890.00
ToseAtlasMofid.ETF,20201117,179900.00,187500.00,178000.00,184291.00,67690257512,367300,1000,D,178175.00,187500.00
ToseAtlasMofid.ETF,20201116,172000.00,179750.00,172000.00,178175.00,58522280103,328454,816,D,179211.00,176640.00
ToseAtlasMofid.ETF,20201115,182102.00,187000.00,170000.00,179211.00,47076021529,262685,796,D,178944.00,174450.00
ToseAtlasMofid.ETF,20201114,175010.00,180500.00,175001.00,178944.00,67446955915,376916,893,D,171397.00,180500.00
ToseAtlasMofid.ETF,20201111,171000.00,173000.00,168000.00,171397.00,26558701591,154954,641,D,171131.00,172400.00
ToseAtlasMofid.ETF,20201110,171000.00,173500.00,169000.00,171131.00,12877958067,75252,474,D,168100.00,169900.00
ToseAtlasMofid.ETF,20201109,164000.00,172000.00,164000.00,168100.00,24736635212,147154,562,D,164580.00,170000.00
ToseAtlasMofid.ETF,20201108,168006.00,170000.00,161000.00,164580.00,27283337616,165776,400,D,170395.00,162100.00
ToseAtlasMofid.ETF,20201107,171900.00,174000.00,168000.00,170395.00,28931640738,169792,517,D,181711.00,169000.00
ToseAtlasMofid.ETF,20201104,180000.00,183300.00,179510.00,181711.00,43249786207,238014,618,D,174566.00,183000.00
ToseAtlasMofid.ETF,20201102,177000.00,177000.00,171006.00,174566.00,8444462728,48374,261,D,175587.00,175000.00
ToseAtlasMofid.ETF,20201101,180000.00,180999.00,174320.00,175587.00,14419348407,82121,400,D,181106.00,174750.00
ToseAtlasMofid.ETF,20201031,174230.00,184001.00,174230.00,181106.00,27595331058,152371,607,D,174278.00,180700.00
ToseAtlasMofid.ETF,20201028,172404.00,177365.00,168000.00,174278.00,29815141667,171078,545,D,174395.00,176399.00
ToseAtlasMofid.ETF,20201027,171110.00,180000.00,171110.00,174395.00,32868168498,188470,551,D,175311.00,174004.00
ToseAtlasMofid.ETF,20201026,176000.00,178532.00,173000.00,175311.00,23713470274,135265,546,D,181813.00,177040.00
ToseAtlasMofid.ETF,20201024,189000.00,189000.00,179400.00,181813.00,16219688939,89211,483,D,191188.00,180900.00
ToseAtlasMofid.ETF,20201021,193142.00,193693.00,188000.00,191188.00,26902571553,140713,638,D,182730.00,190000.00
ToseAtlasMofid.ETF,20201020,182100.00,189900.00,178000.00,182730.00,43385295894,237428,669,D,190444.00,189880.00
ToseAtlasMofid.ETF,20201019,197000.00,197000.00,187100.00,190444.00,34217184794,179671,557,D,199494.00,188550.00
ToseAtlasMofid.ETF,20201018,204494.00,204494.00,197001.00,199494.00,28774067488,144235,456,D,203441.00,198000.00
ToseAtlasMofid.ETF,20201014,205010.00,207000.00,201011.00,203441.00,22715809665,111658,467,D,205228.00,203600.00
ToseAtlasMofid.ETF,20201013,204000.00,207970.00,203003.00,205228.00,36672326446,178691,640,D,205596.00,206200.00
ToseAtlasMofid.ETF,20201012,206800.00,209985.00,202000.00,205596.00,73146346388,355777,829,D,207030.00,205137.00
ToseAtlasMofid.ETF,20201011,206000.00,209800.00,204010.00,207030.00,96648566196,466834,1364,D,201128.00,205311.00
ToseAtlasMofid.ETF,20201010,203900.00,205000.00,200001.00,201128.00,135445396249,673428,933,D,203214.00,203700.00
ToseAtlasMofid.ETF,20201007,206550.00,208000.00,201100.00,203214.00,149674736465,736536,982,D,204874.00,203206.00
ToseAtlasMofid.ETF,20201006,202452.00,206200.00,202452.00,204874.00,680592828,3322,22,D,202252.00,206200.00
ToseAtlasMofid.ETF,20201005,200000.00,203000.00,195750.00,199064.00,42185380145,211919,692,D,202252.00,200601.00
ToseAtlasMofid.ETF,20201004,209900.00,209900.00,198010.00,202252.00,88316164873,436663,1031,D,209223.00,200000.00
ToseAtlasMofid.ETF,20201003,206020.00,211000.00,205021.00,209223.00,94752804294,452879,1492,D,202427.00,210000.00
ToseAtlasMofid.ETF,20200930,204504.00,208000.00,197000.00,202427.00,75616619564,373550,999,D,195341.00,204505.00
ToseAtlasMofid.ETF,20200929,182048.00,203377.00,182048.00,195341.00,50098213833,256466,900,D,191181.00,201000.00
ToseAtlasMofid.ETF,20200928,196720.00,196720.00,189000.00,191181.00,40867522600,213763,577,D,200179.00,190002.00
ToseAtlasMofid.ETF,20200927,207000.00,207000.00,198503.00,200179.00,41791231717,208769,630,D,210805.00,199061.00
ToseAtlasMofid.ETF,20200926,214980.00,214980.00,206010.00,210805.00,54080044425,256540,908,D,212253.00,208000.00
ToseAtlasMofid.ETF,20200923,210000.00,214990.00,205000.00,212253.00,69347264031,326720,1302,D,205857.00,211900.00
ToseAtlasMofid.ETF,20200922,201123.00,209000.00,198000.00,205857.00,68260493551,331591,1149,D,196804.00,208990.00
ToseAtlasMofid.ETF,20200921,199000.00,200201.00,193880.00,196804.00,48858975647,248262,938,D,206028.00,197401.00
ToseAtlasMofid.ETF,20200920,211000.00,211000.00,202890.00,206028.00,74702986377,362586,1344,D,213795.00,203200.00
ToseAtlasMofid.ETF,20200919,209000.00,219494.00,208000.00,213795.00,114676371225,536384,1499,D,215111.00,211000.00
ToseAtlasMofid.ETF,20200916,220000.00,220050.00,205200.00,215111.00,200489209487,932025,2427,D,213229.00,213250.00
ToseAtlasMofid.ETF,20200915,208000.00,215980.00,208000.00,213229.00,179571620106,842155,2352,D,204248.00,215580.00
ToseAtlasMofid.ETF,20200914,201000.00,207500.00,195000.00,204248.00,497976408434,2438091,2479,D,198760.00,205570.00
ToseAtlasMofid.ETF,20200913,199000.00,205000.00,193000.00,198760.00,72695671570,365746,1507,D,201231.00,201306.00
ToseAtlasMofid.ETF,20200912,202005.00,209000.00,198500.00,201231.00,127942062315,635796,2022,D,188094.00,202000.00
ToseAtlasMofid.ETF,20200909,178900.00,194000.00,175000.00,188094.00,137100991137,728898,2221,D,182208.00,193820.00
ToseAtlasMofid.ETF,20200908,185000.00,187500.00,177000.00,182208.00,80497598817,441790,1121,D,192746.00,179050.00
ToseAtlasMofid.ETF,20200907,195000.00,200000.00,190000.00,192746.00,49589735390,257280,890,D,205314.00,195000.00
ToseAtlasMofid.ETF,20200906,211000.00,212000.00,198000.00,205314.00,86656104997,422067,1448,D,203422.00,200000.00
ToseAtlasMofid.ETF,20200905,197000.00,208000.00,196000.00,203422.00,69670855390,342495,1407,D,191196.00,205999.00
ToseAtlasMofid.ETF,20200902,196500.00,196500.00,190000.00,191196.00,104104127722,544488,790,D,199672.00,191560.00
ToseAtlasMofid.ETF,20200901,207499.00,207499.00,197000.00,199672.00,78647593010,393883,1158,D,210943.00,198500.00
ToseAtlasMofid.ETF,20200831,220201.00,222000.00,202500.00,210943.00,211941250864,1004732,2210,D,215209.00,208000.00
ToseAtlasMofid.ETF,20200826,211000.00,219000.00,210005.00,215209.00,293016519740,1361544,3697,D,200556.00,215300.00
ToseAtlasMofid.ETF,20200825,189000.00,204997.00,189000.00,200556.00,99257024745,494909,1685,D,184024.00,201600.00
ToseAtlasMofid.ETF,20200824,191000.00,193000.00,178010.00,184024.00,88451619770,480652,903,D,192667.00,184990.00
ToseAtlasMofid.ETF,20200823,205000.00,205800.00,191000.00,192667.00,225127702041,1168480,831,D,208679.00,191800.00
ToseAtlasMofid.ETF,20200822,210000.00,218290.00,204000.00,208679.00,119113734145,570799,856,D,207368.00,204950.00
ToseAtlasMofid.ETF,20200819,214999.00,214999.00,205000.00,207368.00,41091760233,198159,738,D,219274.00,205950.00
ToseAtlasMofid.ETF,20200818,217501.00,223995.00,216500.00,219274.00,63832054725,291107,1411,D,208701.00,218000.00
ToseAtlasMofid.ETF,20200817,200021.00,214999.00,200021.00,208701.00,34491426664,165267,901,D,206963.00,214400.00
ToseAtlasMofid.ETF,20200816,217000.00,217000.00,203005.00,206963.00,51429124126,248494,624,D,214095.00,203200.00
ToseAtlasMofid.ETF,20200815,220000.00,220000.00,212500.00,214095.00,61066850557,285232,803,D,224257.00,213800.00
ToseAtlasMofid.ETF,20200812,227551.00,230000.00,212000.00,224257.00,41745519191,186150,686,D,221845.00,222000.00
ToseAtlasMofid.ETF,20200811,229450.00,229450.00,215550.00,221845.00,64149971798,289166,1105,D,233675.00,225000.00
ToseAtlasMofid.ETF,20200810,240000.00,242000.00,229000.00,233675.00,66755371423,285676,1236,D,233239.00,229500.00
ToseAtlasMofid.ETF,20200809,235000.00,236579.00,230100.00,233239.00,371496793133,1592773,1179,D,227726.00,235701.00
ToseAtlasMofid.ETF,20200805,226070.00,230000.00,225000.00,227726.00,72250222036,317268,1070,D,226205.00,230000.00
ToseAtlasMofid.ETF,20200804,222200.00,229000.00,222200.00,226205.00,50295907112,222347,1117,D,225801.00,226070.00
ToseAtlasMofid.ETF,20200803,230000.00,228000.00,222305.00,225801.00,44520596031,197167,852,D,227929.00,225503.00
ToseAtlasMofid.ETF,20200802,228000.00,229970.00,225000.00,227929.00,65797074991,288674,1272,D,221255.00,226000.00
ToseAtlasMofid.ETF,20200801,215400.00,223000.00,215400.00,221255.00,70217592494,317360,1252,D,214343.00,222010.00
ToseAtlasMofid.ETF,20200729,218090.00,220000.00,209820.00,214343.00,80624530961,376147,1246,D,221383.00,216490.00
ToseAtlasMofid.ETF,20200728,218091.00,225305.00,216000.00,221383.00,97172325600,438934,1611,D,218091.00,218090.00
ToseAtlasMofid.ETF,20200727,219000.00,222950.00,215000.00,218091.00,211320460243,968954,1542,D,222259.00,218300.00
ToseAtlasMofid.ETF,20200726,224000.00,225000.00,220000.00,222259.00,82887375163,372932,1967,D,220053.00,220099.00
ToseAtlasMofid.ETF,20200725,213000.00,223000.00,213000.00,220053.00,151245850366,687316,2080,D,213051.00,222000.00
ToseAtlasMofid.ETF,20200722,213000.00,216000.00,209200.00,213051.00,129706216057,608803,1195,D,216614.00,211000.00
ToseAtlasMofid.ETF,20200721,218000.00,220000.00,211000.00,216614.00,181355414134,837227,2345,D,217343.00,214000.00
ToseAtlasMofid.ETF,20200720,217000.00,219990.00,214300.00,217343.00,142286050126,654661,2633,D,208655.00,217700.00
ToseAtlasMofid.ETF,20200719,196010.00,215000.00,196010.00,208655.00,125551383218,601719,2265,D,197543.00,211890.00
ToseAtlasMofid.ETF,20200718,192500.00,204000.00,192500.00,197543.00,129045589699,653253,2161,D,202870.00,195000.00
ToseAtlasMofid.ETF,20200715,205000.00,208000.00,200000.00,202870.00,98552913983,485794,1817,D,211374.00,203700.00
ToseAtlasMofid.ETF,20200714,212990.00,217000.00,206000.00,211374.00,145722166976,689405,2298,D,212768.00,206400.00
ToseAtlasMofid.ETF,20200713,216899.00,217000.00,207500.00,212768.00,125353868768,589157,2119,D,215121.00,213000.00
ToseAtlasMofid.ETF,20200712,213100.00,217800.00,212011.00,215121.00,151226324634,702981,2782,D,199663.00,214250.00
ToseAtlasMofid.ETF,20200711,197800.00,207900.00,190999.00,199663.00,152303479720,762801,2517,D,207499.00,207600.00
ToseAtlasMofid.ETF,20200708,223200.00,223200.00,197000.00,207499.00,227221430224,1095050,3421,D,219119.00,200000.00
ToseAtlasMofid.ETF,20200707,220000.00,224999.00,210000.00,219119.00,166562279920,760145,3400,D,214913.00,223400.00
ToseAtlasMofid.ETF,20200706,210100.00,219900.00,209000.00,214913.00,158193009907,736078,3404,D,199896.00,216000.00
ToseAtlasMofid.ETF,20200705,195000.00,205500.00,191900.00,199896.00,118548597273,593051,1821,D,197457.00,205500.00
ToseAtlasMofid.ETF,20200704,204000.00,204000.00,190000.00,197457.00,131508540860,666012,2346,D,197794.00,195000.00
ToseAtlasMofid.ETF,20200701,196100.00,200000.00,194700.00,197794.00,153513173360,776126,1798,D,189737.00,199010.00
ToseAtlasMofid.ETF,20200630,183505.00,194000.00,183500.00,189737.00,125180604377,659758,1929,D,180218.00,193000.00
ToseAtlasMofid.ETF,20200629,180001.00,185000.00,177000.00,180218.00,78355346791,434782,1444,D,186325.00,183000.00
ToseAtlasMofid.ETF,20200628,192500.00,192500.00,178500.00,186325.00,85205953457,457298,1442,D,183476.00,186000.00
ToseAtlasMofid.ETF,20200627,177300.00,185350.00,177300.00,183476.00,70727369619,385486,1160,D,177235.00,185000.00
ToseAtlasMofid.ETF,20200624,180000.00,182000.00,165000.00,177235.00,53665409706,302793,1596,D,181190.00,178700.00
ToseAtlasMofid.ETF,20200623,179999.00,184800.00,178305.00,181190.00,422147043870,2329852,2548,D,173669.00,180000.00
ToseAtlasMofid.ETF,20200622,170000.00,175499.00,170000.00,173669.00,76434976596,440119,1508,D,165204.00,175201.00
ToseAtlasMofid.ETF,20200621,165000.00,167000.00,163000.00,165204.00,90603629389,548434,1246,D,161877.00,165580.00
ToseAtlasMofid.ETF,20200620,156992.00,164650.00,156992.00,161877.00,82227700902,507965,1322,D,154588.00,162100.00
ToseAtlasMofid.ETF,20200616,153359.00,156787.00,151600.00,154588.00,45559910084,294719,1000,D,151630.00,156100.00
ToseAtlasMofid.ETF,20200615,150020.00,152500.00,149300.00,151630.00,44711567615,294873,948,D,149296.00,152200.00
ToseAtlasMofid.ETF,20200614,153114.00,153999.00,146000.00,149296.00,70725218307,473725,1162,D,149631.00,151500.00
ToseAtlasMofid.ETF,20200613,147101.00,150449.00,147101.00,149631.00,101528793817,678529,1045,D,144963.00,150400.00
ToseAtlasMofid.ETF,20200610,141000.00,146000.00,140004.00,144963.00,59183479340,408267,990,D,140355.00,145495.00
ToseAtlasMofid.ETF,20200609,137199.00,143950.00,137199.00,140355.00,108539683826,773322,879,D,139923.00,139500.00
ToseAtlasMofid.ETF,20200608,141499.00,143200.00,135000.00,139923.00,230917604518,1650315,1330,D,141227.00,139000.00
ToseAtlasMofid.ETF,20200607,137096.00,144000.00,137096.00,141227.00,187440404547,1327228,1607,D,134657.00,140714.00
ToseAtlasMofid.ETF,20200606,130712.00,136409.00,130712.00,134657.00,88580858595,657826,1246,D,130132.00,136400.00
ToseAtlasMofid.ETF,20200602,127001.00,130679.00,127001.00,130132.00,350575788763,2694007,987,D,126378.00,130300.00
